OrgCode,OrgName,AccountType,AccountCode,AccountDesc,PostedDate,Source,DocumentType,DocumentNumber,DocumentDate,FiscalPeriod,Description,CustomerCode,CustomerName,PersonName,Reference,ProjectOrgCode,ProjectCode,ProjectTitle,Quantity,BeginningBalanceLC,DebitLC,CreditLC,EndingBalanceLC,AccountTypeOrderBy,ArrangeBy,LocalCurrency
MYCO,Myco,LIABILITY,20.03.01,Accounts Payable,9/30/2020,VI,Vendor Invoice,0000000835,9/30/2020,FY20-12,Expense Report,E-CUSER4,Charlie User,,517,,,,,0.00,0.00,804.50,804.50,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.01,Accounts Payable,9/30/2020,VI,Vendor Invoice,0000000836,9/30/2020,FY20-12,Expense Report,E-FCONTROLLER,Frank Controller,,514,,,,,0.00,0.00,271.50,271.50,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.01,Accounts Payable,9/30/2020,VI,Vendor Invoice,0000000837,9/30/2020,FY20-12,Expense Report,E-FCONTROLLER,Frank Controller,,515,,,,,0.00,0.00,456.00,456.00,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.01,Accounts Payable,9/30/2020,VI,Vendor Invoice,0000000838,9/30/2020,FY20-12,Expense Report,E-FCONTROLLER,Frank Controller,,526,,,,,0.00,0.00,423.22,423.22,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.01,Accounts Payable,9/30/2020,VI,Vendor Invoice,0000000839,9/30/2020,FY20-12,Expense Report,E-FCONTROLLER,Frank Controller,,528,,,,,0.00,0.00,232.00,232.00,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.02,Credit Card Payable,,,,,,,Beginning Balance,,,,,,,,,65893.18,,,65893.18,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.02,Credit Card Payable,9/30/2020,EC,Expense Report Cost Post,0000000283,9/2/2020,FY20-12,Expense Report Cost Post - 9/30/2020,,,"Controller, Frank",513,MYCO,G&A,General and Administrative,,0.00,0.00,199.00,199.00,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.02,Credit Card Payable,9/30/2020,EC,Expense Report Cost Post,0000000283,9/4/2020,FY20-12,Expense Report Cost Post - 9/30/2020,,,"Controller, Frank",516,MYCO,G&A,General and Administrative,,0.00,0.00,235.00,235.00,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.02,Credit Card Payable,9/30/2020,EC,Expense Report Cost Post,0000000283,9/7/2020,FY20-12,Expense Report Cost Post - 9/30/2020,,,"Controller, Frank",516,MYCO,G&A,General and Administrative,,0.00,0.00,67.22,67.22,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.02,Credit Card Payable,9/30/2020,EC,Expense Report Cost Post,0000000283,9/12/2020,FY20-12,Expense Report Cost Post - 9/30/2020,,,"Controller, Frank",514,MYCO,G&A,General and Administrative,,0.00,0.00,225.00,225.00,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.05,Expense Report Liability,,,,,,,Beginning Balance,,,,,,,,,2956.62,,,2956.62,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.05,Expense Report Liability,9/30/2020,EC,Expense Report Cost Post,0000000283,9/30/2020,FY20-12,Expense Report Cost Post - 9/30/2020,,,"Controller, Frank",513,,,,,0.00,0.00,423.22,423.22,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.05,Expense Report Liability,9/30/2020,EC,Expense Report Cost Post,0000000283,9/30/2020,FY20-12,Expense Report Cost Post - 9/30/2020,,,"User4, Charlie",522,,,,,0.00,0.00,110.00,110.00,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.05,Expense Report Liability,9/30/2020,EC,Expense Report Cost Post,0000000283,9/30/2020,FY20-12,Expense Report Cost Post - 9/30/2020,,,"User6, Charline",517,,,,,0.00,0.00,804.50,804.50,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.05,Expense Report Liability,9/30/2020,EC,Expense Report Cost Post,0000000283,9/30/2020,FY20-12,Expense Report Cost Post - 9/30/2020,,,"User4, Charlie",521,,,,,0.00,0.00,3365.00,3365.00,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.05,Expense Report Liability,9/30/2020,EC,Expense Report Cost Post,0000000283,9/30/2020,FY20-12,Expense Report Cost Post - 9/30/2020,,,"User4, Charlie",520,,,,,0.00,0.00,743.51,743.51,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.05,Expense Report Liability,9/30/2020,EC,Expense Report Cost Post,0000000283,9/30/2020,FY20-12,Expense Report Cost Post - 9/30/2020,,,"User6, GW",518,,,,,0.00,0.00,27.12,27.12,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.05,Expense Report Liability,9/30/2020,EC,Expense Report Cost Post,0000000283,9/30/2020,FY20-12,Expense Report Cost Post - 9/30/2020,,,"Director, Chris",524,,,,,0.00,0.00,1470.00,1470.00,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.05,Expense Report Liability,9/30/2020,EC,Expense Report Cost Post,0000000283,9/30/2020,FY20-12,Expense Report Cost Post - 9/30/2020,,,"Controller, Frank",516,,,,,0.00,0.00,232.00,232.00,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.05,Expense Report Liability,9/30/2020,EC,Expense Report Cost Post,0000000283,9/30/2020,FY20-12,Expense Report Cost Post - 9/30/2020,,,"User4, Charlie",523,,,,,0.00,0.00,1865.00,1865.00,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.05,Expense Report Liability,9/30/2020,EC,Expense Report Cost Post,0000000283,9/30/2020,FY20-12,Expense Report Cost Post - 9/30/2020,,,"Controller, Frank",514,,,,,0.00,0.00,271.50,271.50,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.05,Expense Report Liability,9/30/2020,EC,Expense Report Cost Post,0000000283,9/30/2020,FY20-12,Expense Report Cost Post - 9/30/2020,,,"User6, GW",519,,,,,0.00,0.00,567.12,567.12,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.05,Expense Report Liability,9/30/2020,EC,Expense Report Cost Post,0000000283,9/30/2020,FY20-12,Expense Report Cost Post - 9/30/2020,,,"Controller, Frank",515,,,,,0.00,0.00,456.00,456.00,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.05,Expense Report Liability,9/30/2020,VI,Vendor Invoice,0000000786,9/30/2020,FY20-12,Expense Report,E-CUSER4,Charlie User,"User4, Charlie",521,,,,,0.00,3365.00,0.00,-3365.00,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.05,Expense Report Liability,9/30/2020,VI,Vendor Invoice,0000000787,9/30/2020,FY20-12,Expense Report,E-CUSER4,Charlie User,"User4, Charlie",523,,,,,0.00,1865.00,0.00,-1865.00,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.05,Expense Report Liability,9/30/2020,VI,Vendor Invoice,0000000788,9/30/2020,FY20-12,Expense Report,E-GWASHINGTON,George Washington,"User6, GW",518,,,,,0.00,27.12,0.00,-27.12,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.05,Expense Report Liability,9/30/2020,VI,Vendor Invoice,0000000789,9/30/2020,FY20-12,Expense Report,E-GWASHINGTON,George Washington,"User6, GW",519,,,,,0.00,567.12,0.00,-567.12,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.05,Expense Report Liability,9/30/2020,VI,Vendor Invoice,0000000790,9/30/2020,FY20-12,Expense Report,E-FCONTROLLER,Frank Controller,"Controller, Frank",516,,,,,0.00,232.00,0.00,-232.00,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.05,Expense Report Liability,9/30/2020,VI,Vendor Invoice,0000000791,9/30/2020,FY20-12,Expense Report,E-FCONTROLLER,Frank Controller,"Controller, Frank",513,,,,,0.00,423.22,0.00,-423.22,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.05,Expense Report Liability,9/30/2020,VI,Vendor Invoice,0000000830,9/30/2020,FY20-12,Expense Report,E-CUSER4,Charlie User,"User4, Charlie",520,,,,,0.00,743.51,0.00,-743.51,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.05,Expense Report Liability,9/30/2020,VI,Vendor Invoice,0000000831,9/30/2020,FY20-12,Expense Report,E-CUSER4,Charlie User,"User4, Charlie",522,,,,,0.00,110.00,0.00,-110.00,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.05,Expense Report Liability,9/30/2020,VI,Vendor Invoice,0000000832,9/30/2020,FY20-12,Expense Report,E-CUSER4,Charlie User,"User4, Charlie",529,,,,,0.00,743.51,0.00,-743.51,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.05,Expense Report Liability,9/30/2020,VI,Vendor Invoice,0000000833,9/30/2020,FY20-12,Expense Report,E-CUSER4,Charlie User,"User4, Charlie",531,,,,,0.00,110.00,0.00,-110.00,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.05,Expense Report Liability,9/30/2020,VI,Vendor Invoice,0000000834,9/30/2020,FY20-12,Expense Report,E-CUSER4,Charlie User,"User4, Charlie",545,,,,,0.00,715.78,0.00,-715.78,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.05,Expense Report Liability,9/30/2020,VI,Vendor Invoice,0000000835,9/30/2020,FY20-12,Expense Report,E-CUSER4,Charlie User,"User6, Charline",517,,,,,0.00,804.50,0.00,-804.50,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.05,Expense Report Liability,9/30/2020,VI,Vendor Invoice,0000000836,9/30/2020,FY20-12,Expense Report,E-FCONTROLLER,Frank Controller,"Controller, Frank",514,,,,,0.00,271.50,0.00,-271.50,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.05,Expense Report Liability,9/30/2020,VI,Vendor Invoice,0000000837,9/30/2020,FY20-12,Expense Report,E-FCONTROLLER,Frank Controller,"Controller, Frank",515,,,,,0.00,456.00,0.00,-456.00,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.05,Expense Report Liability,9/30/2020,VI,Vendor Invoice,0000000838,9/30/2020,FY20-12,Expense Report,E-FCONTROLLER,Frank Controller,"Controller, Frank",526,,,,,0.00,423.22,0.00,-423.22,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.05,Expense Report Liability,9/30/2020,VI,Vendor Invoice,0000000839,9/30/2020,FY20-12,Expense Report,E-FCONTROLLER,Frank Controller,"Controller, Frank",528,,,,,0.00,232.00,0.00,-232.00,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.04.02,Accrued Expenses,,,,,,,Beginning Balance,,,,,,,,,68398.04,,,68398.04,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.04.02,Accrued Expenses,9/30/2020,EC,Expense Report Cost Post,0000000283,9/3/2020,FY20-12,Expense Report Cost Post - 9/30/2020,,,"User4, Charlie",522,CUST-1-DOD,10.10.7011.102.BY,Software Dev,,0.00,0.00,450.00,450.00,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.04.02,Accrued Expenses,9/30/2020,EC,Expense Report Cost Post,0000000283,9/6/2020,FY20-12,Expense Report Cost Post - 9/30/2020,,,"User4, Charlie",520,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,Content Prod,,0.00,0.00,500.00,500.00,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.04.02,Accrued Expenses,9/30/2020,EC,Expense Report Cost Post,0000000283,9/7/2020,FY20-12,Expense Report Cost Post - 9/30/2020,,,"User6, Charline",517,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,Content Prod,,0.00,0.00,300.00,300.00,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.04.02,Accrued Expenses,9/30/2020,EC,Expense Report Cost Post,0000000283,9/8/2020,FY20-12,Expense Report Cost Post - 9/30/2020,,,"User4, Charlie",520,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,Content Prod,,0.00,0.00,149.47,149.47,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.04.02,Accrued Expenses,9/30/2020,EC,Expense Report Cost Post,0000000283,9/9/2020,FY20-12,Expense Report Cost Post - 9/30/2020,,,"User4, Charlie",520,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,Content Prod,,0.00,0.00,178.96,178.96,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.04.02,Accrued Expenses,9/30/2020,EC,Expense Report Cost Post,0000000283,9/9/2020,FY20-12,Expense Report Cost Post - 9/30/2020,,,"Controller, Frank",513,MYCO,G&A,General and Administrative,,0.00,0.00,149.47,149.47,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.04.02,Accrued Expenses,9/30/2020,EC,Expense Report Cost Post,0000000283,9/10/2020,FY20-12,Expense Report Cost Post - 9/30/2020,,,"Controller, Frank",513,MYCO,G&A,General and Administrative,,0.00,0.00,178.96,178.96,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.04.02,Accrued Expenses,9/30/2020,EC,Expense Report Cost Post,0000000283,9/14/2020,FY20-12,Expense Report Cost Post - 9/30/2020,,,"Controller, Frank",513,MYCO,G&A,General and Administrative,,0.00,0.00,39.43,39.43,2,MYCO - Myco,USD
OPS.CS,Consulting Services,LIABILITY,20.04.03,Deferred Revenue,,,,,,,Beginning Balance,,,,,,,,,7634.48,,,7634.48,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.04.03,Deferred Revenue,,,,,,,Beginning Balance,,,,,,,,,87910.24,,,87910.24,2,MYCO - Myco,USD
GS-SE,Systems Engineering,LIABILITY,20.04.03,Deferred Revenue,,,,,,,Beginning Balance,,,,,,,,,13074.59,,,13074.59,2,MYCO - Myco,USD
OPS.CS,Consulting Services,LIABILITY,20.04.03,Deferred Revenue,9/30/2020,BR,Billing & Revenue Post,0000000284,9/30/2020,FY20-12,Billing Post - 9/30/2020,,,,,CUST-1-DOD,20.HEALTH-IT.BY,Health IT,,0.00,0.00,277777.78,277777.78,2,MYCO - Myco,USD
OPS.CS,Consulting Services,LIABILITY,20.04.03,Deferred Revenue,9/30/2020,BR,Billing & Revenue Post,0000000284,9/30/2020,FY20-12,Billing Post - 9/30/2020,,,,,CUST-1-DOD,20.STUDY-X.BY,Phase III followup for asbestos exposure for Navy service members,,0.00,0.00,25000.00,25000.00,2,MYCO - Myco,USD
OPS.CS,Consulting Services,LIABILITY,20.04.03,Deferred Revenue,9/30/2020,BR,Billing & Revenue Post,0000000284,9/30/2020,FY20-12,Billing Post - 9/30/2020,,,,,CUST-1-DOD,100.10.BYR,PMA 240 Support- Base Year,,0.00,0.00,0.00,0.00,2,MYCO - Myco,USD
OPS.CS,Consulting Services,LIABILITY,20.04.03,Deferred Revenue,9/30/2020,BR,Billing & Revenue Post,0000000284,9/30/2020,FY20-12,Billing Post - 9/30/2020,,,,,CUST-1-DOD,20.HELP-DESK.BY,Help Desk,,0.00,0.00,7000.00,7000.00,2,MYCO - Myco,USD
OPS.CS,Consulting Services,LIABILITY,20.04.03,Deferred Revenue,9/30/2020,BR,Billing & Revenue Post,0000000284,9/30/2020,FY20-12,Billing Post - 9/30/2020,,,,,CUST-1-DOD,10.10.7011.102.BY,Software Dev,,0.00,0.00,0.00,0.00,2,MYCO - Myco,USD
OPS.CS,Consulting Services,LIABILITY,20.04.03,Deferred Revenue,9/30/2020,BR,Billing & Revenue Post,0000000284,9/30/2020,FY20-12,Billing Post - 9/30/2020,,,,,CUST-2-CIV,ERP-UPGRADE.BY,ERP Upgrade,,0.00,0.00,0.00,0.00,2,MYCO - Myco,USD
OPS.CS,Consulting Services,LIABILITY,20.04.03,Deferred Revenue,9/30/2020,BR,Billing & Revenue Post,0000000310,9/30/2020,FY20-12,Billing Post - 9/30/2020,,,,,CUST-1-DOD,100.10.BYR,PMA 240 Support- Base Year,,0.00,0.00,2727.87,2727.87,2,MYCO - Myco,USD
OPS.CS,Consulting Services,LIABILITY,20.04.03,Deferred Revenue,9/30/2020,BR,Billing & Revenue Post,0000000311,9/30/2020,FY20-12,Billing Post - 9/30/2020,,,,,CUST-1-DOD,100.10.BYR,PMA 240 Support- Base Year,,0.00,10548.80,0.00,-10548.80,2,MYCO - Myco,USD
OPS.CS,Consulting Services,LIABILITY,20.04.03,Deferred Revenue,9/30/2020,CI,Invoice,UNANET-01120,9/30/2020,FY20-12,Invoice Complete - 9/30/2020,,,,,CUST-1-DOD,20.HELP-DESK.BY,Help Desk,,0.00,7000.00,0.00,-7000.00,2,MYCO - Myco,USD
OPS.CS,Consulting Services,LIABILITY,20.04.03,Deferred Revenue,9/30/2020,CI,Invoice,UNANET-01121,9/30/2020,FY20-12,Invoice Complete - 9/30/2020,,,,,CUST-1-DOD,20.STUDY-X.BY,Phase III followup for asbestos exposure for Navy service members,,0.00,25000.00,0.00,-25000.00,2,MYCO - Myco,USD
OPS.CS,Consulting Services,LIABILITY,20.04.03,Deferred Revenue,9/30/2020,CI,Invoice,UNANET-01121,9/30/2020,FY20-12,Invoice Complete - 9/30/2020,,,,,CUST-1-DOD,20.HEALTH-IT.BY,Health IT,,0.00,277777.78,0.00,-277777.78,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.04.05,Accrued Subcontractor Labor,,,,,,,Beginning Balance,,,,,,,,,130994.00,,,130994.00,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.01,Accrued Leave,,,,,,,Beginning Balance,,,,,,,,,177608.52,,,177608.52,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.01,Accrued Leave,9/30/2020,JE,Journal Entry,0000000161,9/30/2020,FY20-12,To record monthly vacation,,,,Vacation Accrual RJE,,,,,0.00,177608.52,0.00,-177608.52,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.01,Accrued Leave,9/30/2020,JE,Journal Entry,0000000162,9/30/2020,FY20-12,To record monthly vacation,,,,Vacation Accrual RJE,,,,,0.00,0.00,193560.37,193560.37,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.03,Accrued Wages,,,,,,,Beginning Balance,,,,,,,,,3786871.95,,,3786871.95,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.03,Accrued Wages,9/15/2020,LC,Labor Cost Post,0000000281,8/29/2020,FY20-12,Labor Cost Post - 9/15/2020,,,"User1, Carmine",,,,,70.4,0.00,0.00,2307.20,2307.20,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.03,Accrued Wages,9/15/2020,LC,Labor Cost Post,0000000281,8/30/2020,FY20-12,Labor Cost Post - 9/15/2020,,,"User4, Charlie",,,,,40,0.00,0.00,1500.00,1500.00,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.03,Accrued Wages,9/15/2020,LC,Labor Cost Post,0000000281,8/30/2020,FY20-12,Labor Cost Post - 9/15/2020,,,"User7, Carla",,,,,88,0.00,0.00,3696.00,3696.00,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.03,Accrued Wages,9/15/2020,LC,Labor Cost Post,0000000281,9/1/2020,FY20-12,Labor Cost Post - 9/15/2020,,,"User1, David",,,,,96,0.00,0.00,3900.86,3900.86,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.03,Accrued Wages,9/15/2020,LC,Labor Cost Post,0000000281,9/1/2020,FY20-12,Labor Cost Post - 9/15/2020,,,"User2, Caroline",,,,,136,0.00,0.00,4351.49,4351.49,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.03,Accrued Wages,9/15/2020,LC,Labor Cost Post,0000000281,9/1/2020,FY20-12,Labor Cost Post - 9/15/2020,,,"User3, Chad",,,,,130,0.00,0.00,5633.38,5633.38,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.03,Accrued Wages,9/15/2020,LC,Labor Cost Post,0000000281,9/1/2020,FY20-12,Labor Cost Post - 9/15/2020,,,"Director, Chris",,,,,144,0.00,0.00,6846.66,6846.66,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.03,Accrued Wages,9/15/2020,LC,Labor Cost Post,0000000281,9/1/2020,FY20-12,Labor Cost Post - 9/15/2020,,,"User5, Clark",,,,,166,0.00,0.00,5355.99,5355.99,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.03,Accrued Wages,9/15/2020,LC,Labor Cost Post,0000000281,9/1/2020,FY20-12,Labor Cost Post - 9/15/2020,,,"User6, GW",,,,,104,0.00,0.00,2678.00,2678.00,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.03,Accrued Wages,9/15/2020,LC,Labor Cost Post,0000000281,9/1/2020,FY20-12,Labor Cost Post - 9/15/2020,,,"User5, George",,,,,52,0.00,0.00,3392.14,3392.14,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.03,Accrued Wages,9/15/2020,LC,Labor Cost Post,0000000281,9/1/2020,FY20-12,Labor Cost Post - 9/15/2020,,,"Controller, Frank",,,,,112,0.00,0.00,6694.95,6694.95,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.03,Accrued Wages,9/15/2020,LC,Labor Cost Post,0000000281,9/1/2020,FY20-12,Labor Cost Post - 9/15/2020,,,"User8, Gerald",,,,,16,0.00,0.00,4213.39,4213.39,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.03,Accrued Wages,9/15/2020,LC,Labor Cost Post,0000000281,9/1/2020,FY20-12,Labor Cost Post - 9/15/2020,,,"UU Purchaser, Gwen",,,,,96,0.00,0.00,3392.16,3392.16,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.03,Accrued Wages,9/15/2020,LC,Labor Cost Post,0000000281,9/1/2020,FY20-12,Labor Cost Post - 9/15/2020,,,"User2, Dustin",,,,,140,0.00,0.00,2856.57,2856.57,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.03,Accrued Wages,9/15/2020,LC,Labor Cost Post,0000000281,9/1/2020,FY20-12,Labor Cost Post - 9/15/2020,,,"UU Lead, Gus",,,,,96,0.00,0.00,5199.96,5199.96,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.03,Accrued Wages,9/15/2020,LC,Labor Cost Post,0000000281,9/1/2020,FY20-12,Labor Cost Post - 9/15/2020,,,"User, Gina",,,,,96,0.00,0.00,4485.84,4485.84,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.03,Accrued Wages,9/15/2020,LC,Labor Cost Post,0000000281,9/1/2020,FY20-12,Labor Cost Post - 9/15/2020,,,"CFO, Fran",,,,,104,0.00,0.00,11158.29,11158.29,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.03,Accrued Wages,9/15/2020,LC,Labor Cost Post,0000000281,9/1/2020,FY20-12,Labor Cost Post - 9/15/2020,,,"Director, Darla",,,,,96,0.00,0.00,7141.32,7141.32,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.03,Accrued Wages,9/15/2020,LC,Labor Cost Post,0000000281,9/6/2020,FY20-12,Labor Cost Post - 9/15/2020,,,"User4, Charlie",,,,,36,0.00,0.00,1350.00,1350.00,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.03,Accrued Wages,9/15/2020,LC,Labor Cost Post,0000000281,9/13/2020,FY20-12,Labor Cost Post - 9/15/2020,,,"User4, Charlie",,,,,28,0.00,0.00,1050.00,1050.00,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.03,Accrued Wages,9/30/2020,LC,Labor Cost Post,0000000282,9/13/2020,FY20-12,Labor Cost Post - 9/30/2020,,,"User4, Charlie",,,,,20,0.00,0.00,750.00,750.00,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.03,Accrued Wages,9/30/2020,LC,Labor Cost Post,0000000282,9/16/2020,FY20-12,Labor Cost Post - 9/30/2020,,,"User2, Caroline",,,,,96,0.00,0.00,4351.56,4351.56,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.03,Accrued Wages,9/30/2020,LC,Labor Cost Post,0000000282,9/16/2020,FY20-12,Labor Cost Post - 9/30/2020,,,"User2, Dustin",,,,,84,0.00,0.00,2856.55,2856.55,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.03,Accrued Wages,9/30/2020,LC,Labor Cost Post,0000000282,9/16/2020,FY20-12,Labor Cost Post - 9/30/2020,,,"Controller, Frank",,,,,92,0.00,0.00,6694.96,6694.96,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.03,Accrued Wages,9/30/2020,LC,Labor Cost Post,0000000282,9/16/2020,FY20-12,Labor Cost Post - 9/30/2020,,,"User8, Gerald",,,,,8,0.00,0.00,0.00,0.00,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.03,Accrued Wages,9/30/2020,LC,Labor Cost Post,0000000282,9/16/2020,FY20-12,Labor Cost Post - 9/30/2020,,,"Director, Chris",,,,,90,0.00,0.00,6846.65,6846.65,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.03,Accrued Wages,9/30/2020,LC,Labor Cost Post,0000000282,9/16/2020,FY20-12,Labor Cost Post - 9/30/2020,,,"CFO, Fran",,,,,88,0.00,0.00,11158.29,11158.29,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.03,Accrued Wages,9/30/2020,LC,Labor Cost Post,0000000282,9/16/2020,FY20-12,Labor Cost Post - 9/30/2020,,,"User6, GW",,,,,88,0.00,0.00,2677.95,2677.95,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.03,Accrued Wages,9/30/2020,LC,Labor Cost Post,0000000282,9/16/2020,FY20-12,Labor Cost Post - 9/30/2020,,,"User5, Clark",,,,,62,0.00,0.00,5356.00,5356.00,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.03,Accrued Wages,9/30/2020,LC,Labor Cost Post,0000000282,9/16/2020,FY20-12,Labor Cost Post - 9/30/2020,,,"User3, Chad",,,,,89,0.00,0.00,5633.36,5633.36,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.03,Accrued Wages,9/30/2020,LC,Labor Cost Post,0000000282,9/16/2020,FY20-12,Labor Cost Post - 9/30/2020,,,"Director, Darla",,,,,85,0.00,0.00,7141.38,7141.38,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.03,Accrued Wages,9/30/2020,LC,Labor Cost Post,0000000282,9/20/2020,FY20-12,Labor Cost Post - 9/30/2020,,,"User4, Charlie",,,,,48,0.00,0.00,1730.40,1730.40,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.03,Accrued Wages,9/30/2020,LC,Labor Cost Post,0000000282,9/27/2020,FY20-12,Labor Cost Post - 9/30/2020,,,"User4, Charlie",,,,,32,0.00,0.00,1156.50,1156.50,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.03,Accrued Wages,9/30/2020,JE,Journal Entry,0000000163,9/30/2020,FY20-12,,,,,Payroll Entry,,,,,0.00,87204.35,0.00,-87204.35,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.03,Accrued Wages,9/30/2020,JE,Journal Entry,0000000164,9/30/2020,FY20-12,,,,,Payroll Entry,,,,,0.00,56353.65,0.00,-56353.65,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,30.01.02,Retained Earnings,,,,,,,Beginning Balance,,,,,,,,,3714021.97,,,3714021.97,2,MYCO - Myco,USD
GS-HEALTH-IT,Health IT,REVENUE,40.01.01,Revenue - Government,,,,,,,Beginning Balance,,,,,,,,,2905000.02,,,2905000.02,3,MYCO - Myco,USD
