OrgCode,OrgName,AccountType,AccountCode,AccountDesc,PostedDate,Source,DocumentType,DocumentNumber,DocumentDate,FiscalPeriod,Description,CustomerCode,CustomerName,PersonName,Reference,ProjectOrgCode,ProjectCode,ProjectTitle,Quantity,BeginningBalanceLC,DebitLC,CreditLC,EndingBalanceLC,AccountTypeOrderBy,ArrangeBy,LocalCurrency
MYCO,Myco,LIABILITY,20.03.05,Expense Report Liability,8/1/2020,VI,Vendor Invoice,0000000779,8/1/2020,FY20-11,Expense Report,E-FCONTROLLER,Frank Controller,"Controller, Frank",492,,,,,0.00,271.50,0.00,-271.50,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.05,Expense Report Liability,8/31/2020,EC,Expense Report Cost Post,0000000271,8/31/2020,FY20-11,Expense Report Cost Post - 8/31/2020,,,"User4, Charlie",511,,,,,0.00,0.00,110.00,110.00,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.05,Expense Report Liability,8/31/2020,EC,Expense Report Cost Post,0000000271,8/31/2020,FY20-11,Expense Report Cost Post - 8/31/2020,,,"User6, GW",502,,,,,0.00,0.00,567.12,567.12,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.05,Expense Report Liability,8/31/2020,EC,Expense Report Cost Post,0000000271,8/31/2020,FY20-11,Expense Report Cost Post - 8/31/2020,,,"User6, Charline",504,,,,,0.00,0.00,804.50,804.50,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.05,Expense Report Liability,8/31/2020,EC,Expense Report Cost Post,0000000271,8/31/2020,FY20-11,Expense Report Cost Post - 8/31/2020,,,"Controller, Frank",508,,,,,0.00,0.00,232.00,232.00,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.05,Expense Report Liability,8/31/2020,EC,Expense Report Cost Post,0000000271,8/31/2020,FY20-11,Expense Report Cost Post - 8/31/2020,,,"Controller, Frank",507,,,,,0.00,0.00,456.00,456.00,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.05,Expense Report Liability,8/31/2020,EC,Expense Report Cost Post,0000000271,8/31/2020,FY20-11,Expense Report Cost Post - 8/31/2020,,,"Controller, Frank",506,,,,,0.00,0.00,271.50,271.50,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.05,Expense Report Liability,8/31/2020,EC,Expense Report Cost Post,0000000271,8/31/2020,FY20-11,Expense Report Cost Post - 8/31/2020,,,"User4, Charlie",509,,,,,0.00,0.00,774.00,774.00,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.05,Expense Report Liability,8/31/2020,EC,Expense Report Cost Post,0000000271,8/31/2020,FY20-11,Expense Report Cost Post - 8/31/2020,,,"Controller, Frank",505,,,,,0.00,0.00,248.22,248.22,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.05,Expense Report Liability,8/31/2020,EC,Expense Report Cost Post,0000000271,8/31/2020,FY20-11,Expense Report Cost Post - 8/31/2020,,,"User4, Charlie",512,,,,,0.00,0.00,1865.00,1865.00,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.05,Expense Report Liability,8/31/2020,EC,Expense Report Cost Post,0000000271,8/31/2020,FY20-11,Expense Report Cost Post - 8/31/2020,,,"User4, Charlie",510,,,,,0.00,0.00,3365.00,3365.00,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.05,Expense Report Liability,8/31/2020,EC,Expense Report Cost Post,0000000271,8/31/2020,FY20-11,Expense Report Cost Post - 8/31/2020,,,"User6, GW",503,,,,,0.00,0.00,27.12,27.12,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.05,Expense Report Liability,8/31/2020,VI,Vendor Invoice,0000000814,8/31/2020,FY20-11,Expense Report,E-CUSER4,Charlie User,"User4, Charlie",509,,,,,0.00,774.00,0.00,-774.00,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.05,Expense Report Liability,8/31/2020,VI,Vendor Invoice,0000000815,8/31/2020,FY20-11,Expense Report,E-CUSER4,Charlie User,"User4, Charlie",512,,,,,0.00,1865.00,0.00,-1865.00,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.05,Expense Report Liability,8/31/2020,VI,Vendor Invoice,0000000816,8/31/2020,FY20-11,Expense Report,E-CUSER4,Charlie User,"User4, Charlie",510,,,,,0.00,3365.00,0.00,-3365.00,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.05,Expense Report Liability,8/31/2020,VI,Vendor Invoice,0000000817,8/31/2020,FY20-11,Expense Report,E-CUSER4,Charlie User,"User4, Charlie",511,,,,,0.00,110.00,0.00,-110.00,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.05,Expense Report Liability,8/31/2020,VI,Vendor Invoice,0000000818,8/31/2020,FY20-11,Expense Report,E-CUSER4,Charlie User,"User6, Charline",504,,,,,0.00,804.50,0.00,-804.50,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.05,Expense Report Liability,8/31/2020,VI,Vendor Invoice,0000000819,8/31/2020,FY20-11,Expense Report,E-GWASHINGTON,George Washington,"User6, GW",502,,,,,0.00,567.12,0.00,-567.12,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.05,Expense Report Liability,8/31/2020,VI,Vendor Invoice,0000000820,8/31/2020,FY20-11,Expense Report,E-GWASHINGTON,George Washington,"User6, GW",503,,,,,0.00,27.12,0.00,-27.12,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.05,Expense Report Liability,8/31/2020,VI,Vendor Invoice,0000000821,8/31/2020,FY20-11,Expense Report,E-FCONTROLLER,Frank Controller,"Controller, Frank",506,,,,,0.00,271.50,0.00,-271.50,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.05,Expense Report Liability,8/31/2020,VI,Vendor Invoice,0000000822,8/31/2020,FY20-11,Expense Report,E-FCONTROLLER,Frank Controller,"Controller, Frank",508,,,,,0.00,232.00,0.00,-232.00,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.05,Expense Report Liability,8/31/2020,VI,Vendor Invoice,0000000823,8/31/2020,FY20-11,Expense Report,E-FCONTROLLER,Frank Controller,"Controller, Frank",505,,,,,0.00,248.22,0.00,-248.22,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.05,Expense Report Liability,8/31/2020,VI,Vendor Invoice,0000000824,8/31/2020,FY20-11,Expense Report,E-FCONTROLLER,Frank Controller,"Controller, Frank",507,,,,,0.00,456.00,0.00,-456.00,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.04.02,Accrued Expenses,,,,,,,Beginning Balance,,,,,,,,,66451.75,,,66451.75,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.04.02,Accrued Expenses,8/31/2020,EC,Expense Report Cost Post,0000000271,8/3/2020,FY20-11,Expense Report Cost Post - 8/31/2020,,,"User4, Charlie",511,CUST-1-DOD,10.10.7011.102.BY,Software Dev,,0.00,0.00,450.00,450.00,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.04.02,Accrued Expenses,8/31/2020,EC,Expense Report Cost Post,0000000271,8/6/2020,FY20-11,Expense Report Cost Post - 8/31/2020,,,"User4, Charlie",509,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,Content Prod,,0.00,0.00,500.00,500.00,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.04.02,Accrued Expenses,8/31/2020,EC,Expense Report Cost Post,0000000271,8/7/2020,FY20-11,Expense Report Cost Post - 8/31/2020,,,"User6, Charline",504,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,Content Prod,,0.00,0.00,300.00,300.00,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.04.02,Accrued Expenses,8/31/2020,EC,Expense Report Cost Post,0000000271,8/8/2020,FY20-11,Expense Report Cost Post - 8/31/2020,,,"User4, Charlie",509,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,Content Prod,,0.00,0.00,149.47,149.47,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.04.02,Accrued Expenses,8/31/2020,EC,Expense Report Cost Post,0000000271,8/9/2020,FY20-11,Expense Report Cost Post - 8/31/2020,,,"Controller, Frank",505,MYCO,G&A,General and Administrative,,0.00,0.00,149.47,149.47,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.04.02,Accrued Expenses,8/31/2020,EC,Expense Report Cost Post,0000000271,8/9/2020,FY20-11,Expense Report Cost Post - 8/31/2020,,,"User4, Charlie",509,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,Content Prod,,0.00,0.00,178.96,178.96,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.04.02,Accrued Expenses,8/31/2020,EC,Expense Report Cost Post,0000000271,8/10/2020,FY20-11,Expense Report Cost Post - 8/31/2020,,,"Controller, Frank",505,MYCO,G&A,General and Administrative,,0.00,0.00,178.96,178.96,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.04.02,Accrued Expenses,8/31/2020,EC,Expense Report Cost Post,0000000271,8/14/2020,FY20-11,Expense Report Cost Post - 8/31/2020,,,"Controller, Frank",505,MYCO,G&A,General and Administrative,,0.00,0.00,39.43,39.43,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.04.03,Deferred Revenue,,,,,,,Beginning Balance,,,,,,,,,87910.24,,,87910.24,2,MYCO - Myco,USD
OPS.CS,Consulting Services,LIABILITY,20.04.03,Deferred Revenue,,,,,,,Beginning Balance,,,,,,,,,-186.45,,,-186.45,2,MYCO - Myco,USD
GS-SE,Systems Engineering,LIABILITY,20.04.03,Deferred Revenue,,,,,,,Beginning Balance,,,,,,,,,13074.59,,,13074.59,2,MYCO - Myco,USD
OPS.CS,Consulting Services,LIABILITY,20.04.03,Deferred Revenue,8/31/2020,BR,Billing & Revenue Post,0000000274,8/31/2020,FY20-11,Billing Post - 8/31/2020,,,,,CUST-1-DOD,20.STUDY-X.BY,Phase III followup for asbestos exposure for Navy service members,,0.00,0.00,25000.00,25000.00,2,MYCO - Myco,USD
OPS.CS,Consulting Services,LIABILITY,20.04.03,Deferred Revenue,8/31/2020,BR,Billing & Revenue Post,0000000274,8/31/2020,FY20-11,Billing Post - 8/31/2020,,,,,CUST-1-DOD,20.HEALTH-IT.BY,Health IT,,0.00,0.00,277777.78,277777.78,2,MYCO - Myco,USD
OPS.CS,Consulting Services,LIABILITY,20.04.03,Deferred Revenue,8/31/2020,BR,Billing & Revenue Post,0000000278,8/31/2020,FY20-11,Billing Post - 8/31/2020,,,,,CUST-1-DOD,10.10.7011.102.BY,Software Dev,,0.00,0.00,0.00,0.00,2,MYCO - Myco,USD
OPS.CS,Consulting Services,LIABILITY,20.04.03,Deferred Revenue,8/31/2020,BR,Billing & Revenue Post,0000000278,8/31/2020,FY20-11,Billing Post - 8/31/2020,,,,,CUST-2-CIV,ERP-UPGRADE.BY,ERP Upgrade,,0.00,0.00,0.00,0.00,2,MYCO - Myco,USD
OPS.CS,Consulting Services,LIABILITY,20.04.03,Deferred Revenue,8/31/2020,BR,Billing & Revenue Post,0000000279,8/31/2020,FY20-11,Billing Post - 8/31/2020,,,,,CUST-1-DOD,100.10.BYR,PMA 240 Support- Base Year,,0.00,0.00,0.00,0.00,2,MYCO - Myco,USD
OPS.CS,Consulting Services,LIABILITY,20.04.03,Deferred Revenue,8/31/2020,BR,Billing & Revenue Post,0000000309,8/31/2020,FY20-11,Billing Post - 8/31/2020,,,,,CUST-1-DOD,100.10.BYR,PMA 240 Support- Base Year,,0.00,0.00,7820.93,7820.93,2,MYCO - Myco,USD
OPS.CS,Consulting Services,LIABILITY,20.04.03,Deferred Revenue,8/31/2020,CI,Invoice,UNANET-01110,8/31/2020,FY20-11,Invoice Complete - 8/31/2020,,,,,CUST-1-DOD,20.STUDY-X.BY,Phase III followup for asbestos exposure for Navy service members,,0.00,25000.00,0.00,-25000.00,2,MYCO - Myco,USD
OPS.CS,Consulting Services,LIABILITY,20.04.03,Deferred Revenue,8/31/2020,CI,Invoice,UNANET-01110,8/31/2020,FY20-11,Invoice Complete - 8/31/2020,,,,,CUST-1-DOD,20.HEALTH-IT.BY,Health IT,,0.00,277777.78,0.00,-277777.78,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.04.05,Accrued Subcontractor Labor,,,,,,,Beginning Balance,,,,,,,,,130994.00,,,130994.00,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.01,Accrued Leave,,,,,,,Beginning Balance,,,,,,,,,74978.32,,,74978.32,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.01,Accrued Leave,8/31/2020,JE,Journal Entry,0000000159,8/31/2020,FY20-11,,,,,Vacation accrual fix,,,,,0.00,74978.32,0.00,-74978.32,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.01,Accrued Leave,8/31/2020,JE,Journal Entry,0000000160,8/31/2020,FY20-11,To record monthly vacation,,,,Vacation Accrual RJE,,,,,0.00,0.00,177608.52,177608.52,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.03,Accrued Wages,,,,,,,Beginning Balance,,,,,,,,,3629773.23,,,3629773.23,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.03,Accrued Wages,8/15/2020,LC,Labor Cost Post,0000000269,9/28/2019,FY20-11,Labor Cost Post - 8/15/2020,,,"User1, Carmine",,,,,73.6,0.00,0.00,2307.20,2307.20,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.03,Accrued Wages,8/15/2020,LC,Labor Cost Post,0000000269,10/1/2019,FY20-11,Labor Cost Post - 8/15/2020,,,"User5, George",,,,,54,0.00,0.00,3392.14,3392.14,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.03,Accrued Wages,8/15/2020,LC,Labor Cost Post,0000000269,10/26/2019,FY20-11,Labor Cost Post - 8/15/2020,,,"User1, Carmine",,,,,67.2,0.00,0.00,2307.20,2307.20,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.03,Accrued Wages,8/15/2020,LC,Labor Cost Post,0000000269,11/1/2019,FY20-11,Labor Cost Post - 8/15/2020,,,"User5, George",,,,,50,0.00,0.00,3392.13,3392.13,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.03,Accrued Wages,8/15/2020,LC,Labor Cost Post,0000000269,11/30/2019,FY20-11,Labor Cost Post - 8/15/2020,,,"User1, Carmine",,,,,70.4,0.00,0.00,2307.20,2307.20,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.03,Accrued Wages,8/15/2020,LC,Labor Cost Post,0000000269,12/1/2019,FY20-11,Labor Cost Post - 8/15/2020,,,"User5, George",,,,,44,0.00,0.00,3392.13,3392.13,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.03,Accrued Wages,8/15/2020,LC,Labor Cost Post,0000000269,12/1/2019,FY20-11,Labor Cost Post - 8/15/2020,,,"User7, Carla",,,,,88,0.00,0.00,3172.40,3172.40,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.03,Accrued Wages,8/15/2020,LC,Labor Cost Post,0000000269,12/28/2019,FY20-11,Labor Cost Post - 8/15/2020,,,"User1, Carmine",,,,,81.6,0.00,0.00,2307.20,2307.20,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.03,Accrued Wages,8/15/2020,LC,Labor Cost Post,0000000269,12/29/2019,FY20-11,Labor Cost Post - 8/15/2020,,,"User7, Carla",,,,,92,0.00,0.00,3316.60,3316.60,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.03,Accrued Wages,8/15/2020,LC,Labor Cost Post,0000000269,1/1/2020,FY20-11,Labor Cost Post - 8/15/2020,,,"User5, George",,,,,54,0.00,0.00,3392.14,3392.14,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.03,Accrued Wages,8/15/2020,LC,Labor Cost Post,0000000269,1/26/2020,FY20-11,Labor Cost Post - 8/15/2020,,,"User7, Carla",,,,,80,0.00,0.00,2884.00,2884.00,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.03,Accrued Wages,8/15/2020,LC,Labor Cost Post,0000000269,2/1/2020,FY20-11,Labor Cost Post - 8/15/2020,,,"User1, Carmine",,,,,64,0.00,0.00,2307.20,2307.20,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.03,Accrued Wages,8/15/2020,LC,Labor Cost Post,0000000269,2/1/2020,FY20-11,Labor Cost Post - 8/15/2020,,,"User5, George",,,,,40,0.00,0.00,3392.13,3392.13,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.03,Accrued Wages,8/15/2020,LC,Labor Cost Post,0000000269,2/29/2020,FY20-11,Labor Cost Post - 8/15/2020,,,"User1, Carmine",,,,,70.4,0.00,0.00,2307.20,2307.20,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.03,Accrued Wages,8/15/2020,LC,Labor Cost Post,0000000269,3/1/2020,FY20-11,Labor Cost Post - 8/15/2020,,,"User5, George",,,,,44,0.00,0.00,3392.13,3392.13,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.03,Accrued Wages,8/15/2020,LC,Labor Cost Post,0000000269,3/1/2020,FY20-11,Labor Cost Post - 8/15/2020,,,"User7, Carla",,,,,88,0.00,0.00,3172.40,3172.40,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.03,Accrued Wages,8/15/2020,LC,Labor Cost Post,0000000269,3/28/2020,FY20-11,Labor Cost Post - 8/15/2020,,,"User1, Carmine",,,,,70.4,0.00,0.00,2307.20,2307.20,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.03,Accrued Wages,8/15/2020,LC,Labor Cost Post,0000000269,3/29/2020,FY20-11,Labor Cost Post - 8/15/2020,,,"User7, Carla",,,,,88,0.00,0.00,3172.40,3172.40,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.03,Accrued Wages,8/15/2020,LC,Labor Cost Post,0000000269,4/1/2020,FY20-11,Labor Cost Post - 8/15/2020,,,"User5, George",,,,,44,0.00,0.00,3392.13,3392.13,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.03,Accrued Wages,8/15/2020,LC,Labor Cost Post,0000000269,4/25/2020,FY20-11,Labor Cost Post - 8/15/2020,,,"User1, Carmine",,,,,67.2,0.00,0.00,2307.20,2307.20,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.03,Accrued Wages,8/15/2020,LC,Labor Cost Post,0000000269,4/26/2020,FY20-11,Labor Cost Post - 8/15/2020,,,"User7, Carla",,,,,84,0.00,0.00,3028.20,3028.20,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.03,Accrued Wages,8/15/2020,LC,Labor Cost Post,0000000269,5/1/2020,FY20-11,Labor Cost Post - 8/15/2020,,,"User5, George",,,,,42,0.00,0.00,3392.13,3392.13,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.03,Accrued Wages,8/15/2020,LC,Labor Cost Post,0000000269,5/30/2020,FY20-11,Labor Cost Post - 8/15/2020,,,"User1, Carmine",,,,,70.4,0.00,0.00,2307.20,2307.20,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.03,Accrued Wages,8/15/2020,LC,Labor Cost Post,0000000269,5/31/2020,FY20-11,Labor Cost Post - 8/15/2020,,,"User7, Carla",,,,,88,0.00,0.00,3172.40,3172.40,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.03,Accrued Wages,8/15/2020,LC,Labor Cost Post,0000000269,6/1/2020,FY20-11,Labor Cost Post - 8/15/2020,,,"User3, Chad",,,,,0,0.00,0.00,1616.43,1616.43,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.03,Accrued Wages,8/15/2020,LC,Labor Cost Post,0000000269,6/1/2020,FY20-11,Labor Cost Post - 8/15/2020,,,"User5, George",,,,,44,0.00,0.00,3392.13,3392.13,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.03,Accrued Wages,8/15/2020,LC,Labor Cost Post,0000000269,6/16/2020,FY20-11,Labor Cost Post - 8/15/2020,,,"User3, Chad",,,,,0,0.00,0.00,1616.43,1616.43,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.03,Accrued Wages,8/15/2020,LC,Labor Cost Post,0000000269,6/27/2020,FY20-11,Labor Cost Post - 8/15/2020,,,"User1, Carmine",,,,,81.6,0.00,0.00,2307.20,2307.20,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.03,Accrued Wages,8/15/2020,LC,Labor Cost Post,0000000269,6/28/2020,FY20-11,Labor Cost Post - 8/15/2020,,,"User7, Carla",,,,,92,0.00,0.00,3316.60,3316.60,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.03,Accrued Wages,8/15/2020,LC,Labor Cost Post,0000000269,7/1/2020,FY20-11,Labor Cost Post - 8/15/2020,,,"User3, Chad",,,,,0,0.00,0.00,1616.27,1616.27,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.03,Accrued Wages,8/15/2020,LC,Labor Cost Post,0000000269,7/1/2020,FY20-11,Labor Cost Post - 8/15/2020,,,"User5, George",,,,,54,0.00,0.00,3392.14,3392.14,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.03,Accrued Wages,8/15/2020,LC,Labor Cost Post,0000000269,7/16/2020,FY20-11,Labor Cost Post - 8/15/2020,,,"User3, Chad",,,,,0,0.00,0.00,1616.40,1616.40,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.03,Accrued Wages,8/15/2020,LC,Labor Cost Post,0000000269,7/26/2020,FY20-11,Labor Cost Post - 8/15/2020,,,"User7, Carla",,,,,84,0.00,0.00,3028.20,3028.20,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.03,Accrued Wages,8/15/2020,LC,Labor Cost Post,0000000269,8/1/2020,FY20-11,Labor Cost Post - 8/15/2020,,,"CFO, Fran",,,,,96,0.00,0.00,11158.32,11158.32,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.03,Accrued Wages,8/15/2020,LC,Labor Cost Post,0000000269,8/1/2020,FY20-11,Labor Cost Post - 8/15/2020,,,"Director, Chris",,,,,144,0.00,0.00,6846.66,6846.66,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.03,Accrued Wages,8/15/2020,LC,Labor Cost Post,0000000269,8/1/2020,FY20-11,Labor Cost Post - 8/15/2020,,,"User3, Chad",,,,,139,0.00,0.00,5633.33,5633.33,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.03,Accrued Wages,8/15/2020,LC,Labor Cost Post,0000000269,8/1/2020,FY20-11,Labor Cost Post - 8/15/2020,,,"User2, Caroline",,,,,128,0.00,0.00,4351.52,4351.52,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.03,Accrued Wages,8/15/2020,LC,Labor Cost Post,0000000269,8/1/2020,FY20-11,Labor Cost Post - 8/15/2020,,,"User1, Carmine",,,,,67.2,0.00,0.00,2307.20,2307.20,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.03,Accrued Wages,8/15/2020,LC,Labor Cost Post,0000000269,8/1/2020,FY20-11,Labor Cost Post - 8/15/2020,,,"User5, Clark",,,,,160,0.00,0.00,5356.00,5356.00,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.03,Accrued Wages,8/15/2020,LC,Labor Cost Post,0000000269,8/1/2020,FY20-11,Labor Cost Post - 8/15/2020,,,"User6, GW",,,,,96,0.00,0.00,2678.04,2678.04,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.03,Accrued Wages,8/15/2020,LC,Labor Cost Post,0000000269,8/1/2020,FY20-11,Labor Cost Post - 8/15/2020,,,"Controller, Frank",,,,,104,0.00,0.00,6695.00,6695.00,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.03,Accrued Wages,8/15/2020,LC,Labor Cost Post,0000000269,8/1/2020,FY20-11,Labor Cost Post - 8/15/2020,,,"User2, Dustin",,,,,144,0.00,0.00,2856.50,2856.50,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.03,Accrued Wages,8/15/2020,LC,Labor Cost Post,0000000269,8/1/2020,FY20-11,Labor Cost Post - 8/15/2020,,,"User1, David",,,,,88,0.00,0.00,3900.86,3900.86,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.03,Accrued Wages,8/15/2020,LC,Labor Cost Post,0000000269,8/1/2020,FY20-11,Labor Cost Post - 8/15/2020,,,"User5, George",,,,,42,0.00,0.00,3392.13,3392.13,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.03,Accrued Wages,8/15/2020,LC,Labor Cost Post,0000000269,8/1/2020,FY20-11,Labor Cost Post - 8/15/2020,,,"Director, Darla",,,,,88,0.00,0.00,7141.31,7141.31,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.03,Accrued Wages,8/15/2020,LC,Labor Cost Post,0000000269,8/1/2020,FY20-11,Labor Cost Post - 8/15/2020,,,"User, Gina",,,,,88,0.00,0.00,4485.91,4485.91,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.03,Accrued Wages,8/15/2020,LC,Labor Cost Post,0000000269,8/1/2020,FY20-11,Labor Cost Post - 8/15/2020,,,"UU Lead, Gus",,,,,88,0.00,0.00,5200.03,5200.03,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.03,Accrued Wages,8/15/2020,LC,Labor Cost Post,0000000269,8/1/2020,FY20-11,Labor Cost Post - 8/15/2020,,,"UU Purchaser, Gwen",,,,,88,0.00,0.00,3392.18,3392.18,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.03,Accrued Wages,8/15/2020,LC,Labor Cost Post,0000000269,8/1/2020,FY20-11,Labor Cost Post - 8/15/2020,,,"User8, Gerald",,,,,8,0.00,0.00,0.00,0.00,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.03,Accrued Wages,8/15/2020,LC,Labor Cost Post,0000000269,8/2/2020,FY20-11,Labor Cost Post - 8/15/2020,,,"User4, Charlie",,,,,48,0.00,0.00,1441.99,1441.99,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.03,Accrued Wages,8/15/2020,LC,Labor Cost Post,0000000269,8/9/2020,FY20-11,Labor Cost Post - 8/15/2020,,,"User4, Charlie",,,,,48,0.00,0.00,1441.99,1441.99,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.03,Accrued Wages,8/31/2020,LC,Labor Cost Post,0000000270,8/16/2020,FY20-11,Labor Cost Post - 8/31/2020,,,"User8, Gerald",,,,,8,0.00,0.00,0.00,0.00,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.03,Accrued Wages,8/31/2020,LC,Labor Cost Post,0000000270,8/16/2020,FY20-11,Labor Cost Post - 8/31/2020,,,"Director, Chris",,,,,152,0.00,0.00,6846.65,6846.65,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.03,Accrued Wages,8/31/2020,LC,Labor Cost Post,0000000270,8/16/2020,FY20-11,Labor Cost Post - 8/31/2020,,,"User2, Dustin",,,,,144,0.00,0.00,2856.50,2856.50,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.03,Accrued Wages,8/31/2020,LC,Labor Cost Post,0000000270,8/16/2020,FY20-11,Labor Cost Post - 8/31/2020,,,"User6, GW",,,,,96,0.00,0.00,2678.04,2678.04,2,MYCO - Myco,USD
