ProjectOwningOrg,ProjectOrg,Project,BillType,BillingStatus,Task,Category,DocType,DocumentNumber/ExpenseReportNumber,CostElement,Person,Vendor/Customer,ItemDate,Quantity,InvoiceNumber,JournalDate,BillingCurrency,AmountInBillingCurrency
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,1.3. Configuration Management,*Business Analyst,TS,,Fringe Client Site,"User4, Charlie",,8/12/2020,,UNANET-01106,8/31/2020,USD,10.06
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,1.3. Configuration Management,*Business Analyst,TS,,G&A,"User4, Charlie",,8/12/2020,,UNANET-01106,8/31/2020,USD,4.35
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,1.3. Configuration Management,*Business Analyst,TS,,Overhead Client Site.,"User4, Charlie",,8/12/2020,,UNANET-01106,8/31/2020,USD,2.57
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,1.3. Configuration Management,*Business Analyst,TS,,Direct Labor,"User4, Charlie",,8/12/2020,1,UNANET-01106,8/31/2020,USD,30.04
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,1.3. Configuration Management,*Business Analyst,TS,,Fee on Total Labor,"User4, Charlie",,8/17/2020,,UNANET-01106,8/31/2020,USD,4.81
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,1.3. Configuration Management,*Business Analyst,TS,,Fringe Client Site,"User4, Charlie",,8/17/2020,,UNANET-01106,8/31/2020,USD,20.13
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,1.3. Configuration Management,*Business Analyst,TS,,G&A,"User4, Charlie",,8/17/2020,,UNANET-01106,8/31/2020,USD,8.70
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,1.3. Configuration Management,*Business Analyst,TS,,Overhead Client Site.,"User4, Charlie",,8/17/2020,,UNANET-01106,8/31/2020,USD,5.13
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,1.3. Configuration Management,*Business Analyst,TS,,Direct Labor,"User4, Charlie",,8/17/2020,2,UNANET-01106,8/31/2020,USD,60.08
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,1.3. Configuration Management,*Business Analyst,TS,,Fee on Total Labor,"User4, Charlie",,8/18/2020,,UNANET-01106,8/31/2020,USD,12.02
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,1.3. Configuration Management,*Business Analyst,TS,,Fringe Client Site,"User4, Charlie",,8/18/2020,,UNANET-01106,8/31/2020,USD,50.32
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,1.3. Configuration Management,*Business Analyst,TS,,G&A,"User4, Charlie",,8/18/2020,,UNANET-01106,8/31/2020,USD,21.76
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,1.3. Configuration Management,*Business Analyst,TS,,Overhead Client Site.,"User4, Charlie",,8/18/2020,,UNANET-01106,8/31/2020,USD,12.83
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,1.3. Configuration Management,*Business Analyst,TS,,Direct Labor,"User4, Charlie",,8/18/2020,5,UNANET-01106,8/31/2020,USD,150.21
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,1.3. Configuration Management,*Business Analyst,TS,,Fee on Total Labor,"User4, Charlie",,8/19/2020,,UNANET-01106,8/31/2020,USD,2.40
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,1.3. Configuration Management,*Business Analyst,TS,,Fringe Client Site,"User4, Charlie",,8/19/2020,,UNANET-01106,8/31/2020,USD,10.06
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,1.3. Configuration Management,*Business Analyst,TS,,G&A,"User4, Charlie",,8/19/2020,,UNANET-01106,8/31/2020,USD,4.35
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,1.3. Configuration Management,*Business Analyst,TS,,Overhead Client Site.,"User4, Charlie",,8/19/2020,,UNANET-01106,8/31/2020,USD,2.57
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,1.3. Configuration Management,*Business Analyst,TS,,Direct Labor,"User4, Charlie",,8/19/2020,1,UNANET-01106,8/31/2020,USD,30.04
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,1.3. Configuration Management,*Business Analyst,TS,,Fee on Total Labor,"User4, Charlie",,8/24/2020,,UNANET-01106,8/31/2020,USD,4.81
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,1.3. Configuration Management,*Business Analyst,TS,,Fringe Client Site,"User4, Charlie",,8/24/2020,,UNANET-01106,8/31/2020,USD,20.13
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,1.3. Configuration Management,*Business Analyst,TS,,G&A,"User4, Charlie",,8/24/2020,,UNANET-01106,8/31/2020,USD,8.70
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,1.3. Configuration Management,*Business Analyst,TS,,Overhead Client Site.,"User4, Charlie",,8/24/2020,,UNANET-01106,8/31/2020,USD,5.13
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,1.3. Configuration Management,*Business Analyst,TS,,Direct Labor,"User4, Charlie",,8/24/2020,2,UNANET-01106,8/31/2020,USD,60.08
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,1.3. Configuration Management,*Business Analyst,TS,,Fee on Total Labor,"User4, Charlie",,8/25/2020,,UNANET-01106,8/31/2020,USD,12.02
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,1.3. Configuration Management,*Business Analyst,TS,,Fringe Client Site,"User4, Charlie",,8/25/2020,,UNANET-01106,8/31/2020,USD,50.32
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,1.3. Configuration Management,*Business Analyst,TS,,G&A,"User4, Charlie",,8/25/2020,,UNANET-01106,8/31/2020,USD,21.76
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,1.3. Configuration Management,*Business Analyst,TS,,Overhead Client Site.,"User4, Charlie",,8/25/2020,,UNANET-01106,8/31/2020,USD,12.83
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,1.3. Configuration Management,*Business Analyst,TS,,Direct Labor,"User4, Charlie",,8/25/2020,5,UNANET-01106,8/31/2020,USD,150.21
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,1.3. Configuration Management,*Business Analyst,TS,,Fee on Total Labor,"User4, Charlie",,8/26/2020,,UNANET-01106,8/31/2020,USD,2.40
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,1.3. Configuration Management,*Business Analyst,TS,,Fringe Client Site,"User4, Charlie",,8/26/2020,,UNANET-01106,8/31/2020,USD,10.06
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,1.3. Configuration Management,*Business Analyst,TS,,G&A,"User4, Charlie",,8/26/2020,,UNANET-01106,8/31/2020,USD,4.35
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,1.3. Configuration Management,*Business Analyst,TS,,Overhead Client Site.,"User4, Charlie",,8/26/2020,,UNANET-01106,8/31/2020,USD,2.57
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,1.3. Configuration Management,*Business Analyst,TS,,Direct Labor,"User4, Charlie",,8/26/2020,1,UNANET-01106,8/31/2020,USD,30.04
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,1.3. Configuration Management,*Business Analyst,TS,,Fee on Total Labor,"User4, Charlie",,8/31/2020,,UNANET-01106,8/31/2020,USD,4.81
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,1.3. Configuration Management,*Business Analyst,TS,,Fee on Total Labor,"User4, Charlie",,8/31/2020,,UNANET-01106,8/31/2020,USD,-4.81
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,1.3. Configuration Management,*Business Analyst,TS,,Fee on Total Labor,"User4, Charlie",,8/31/2020,,UNANET-01106,8/31/2020,USD,6.00
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,1.3. Configuration Management,*Business Analyst,TS,,Fringe Client Site,"User4, Charlie",,8/31/2020,,UNANET-01106,8/31/2020,USD,20.13
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,1.3. Configuration Management,*Business Analyst,TS,,Fringe Client Site,"User4, Charlie",,8/31/2020,,UNANET-01106,8/31/2020,USD,-20.13
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,1.3. Configuration Management,*Business Analyst,TS,,Fringe Client Site,"User4, Charlie",,8/31/2020,,UNANET-01106,8/31/2020,USD,25.13
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,1.3. Configuration Management,*Business Analyst,TS,,G&A,"User4, Charlie",,8/31/2020,,UNANET-01106,8/31/2020,USD,8.70
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,1.3. Configuration Management,*Business Analyst,TS,,G&A,"User4, Charlie",,8/31/2020,,UNANET-01106,8/31/2020,USD,-8.70
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,1.3. Configuration Management,*Business Analyst,TS,,G&A,"User4, Charlie",,8/31/2020,,UNANET-01106,8/31/2020,USD,10.87
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,1.3. Configuration Management,*Business Analyst,TS,,Overhead Client Site.,"User4, Charlie",,8/31/2020,,UNANET-01106,8/31/2020,USD,5.13
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,1.3. Configuration Management,*Business Analyst,TS,,Overhead Client Site.,"User4, Charlie",,8/31/2020,,UNANET-01106,8/31/2020,USD,-5.13
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,1.3. Configuration Management,*Business Analyst,TS,,Overhead Client Site.,"User4, Charlie",,8/31/2020,,UNANET-01106,8/31/2020,USD,6.41
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,1.3. Configuration Management,*Business Analyst,TS,,Direct Labor,"User4, Charlie",,8/31/2020,-2,UNANET-01106,8/31/2020,USD,-60.08
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,1.3. Configuration Management,*Business Analyst,TS,,Direct Labor,"User4, Charlie",,8/31/2020,2,UNANET-01106,8/31/2020,USD,60.08
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,1.3. Configuration Management,*Business Analyst,TS,,Direct Labor,"User4, Charlie",,8/31/2020,2,UNANET-01106,8/31/2020,USD,75.00
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,2. Development,*Systems Engineer,TS,,Fee on Total Labor,"User5, Clark A.",,8/3/2020,,UNANET-01106,8/31/2020,USD,26.78
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,2. Development,*Systems Engineer,TS,,Fringe Client Site,"User5, Clark A.",,8/3/2020,,UNANET-01106,8/31/2020,USD,112.14
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,2. Development,*Systems Engineer,TS,,G&A,"User5, Clark A.",,8/3/2020,,UNANET-01106,8/31/2020,USD,48.50
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,2. Development,*Systems Engineer,TS,,Overhead Client Site.,"User5, Clark A.",,8/3/2020,,UNANET-01106,8/31/2020,USD,28.60
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,2. Development,*Systems Engineer,TS,,Direct Labor,"User5, Clark A.",,8/3/2020,10,UNANET-01106,8/31/2020,USD,334.75
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,2. Development,*Systems Engineer,TS,,Fee on Total Labor,"User5, Clark A.",,8/6/2020,,UNANET-01106,8/31/2020,USD,26.78
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,2. Development,*Systems Engineer,TS,,Fringe Client Site,"User5, Clark A.",,8/6/2020,,UNANET-01106,8/31/2020,USD,112.14
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,2. Development,*Systems Engineer,TS,,G&A,"User5, Clark A.",,8/6/2020,,UNANET-01106,8/31/2020,USD,48.50
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,2. Development,*Systems Engineer,TS,,Overhead Client Site.,"User5, Clark A.",,8/6/2020,,UNANET-01106,8/31/2020,USD,28.60
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,2. Development,*Systems Engineer,TS,,Direct Labor,"User5, Clark A.",,8/6/2020,10,UNANET-01106,8/31/2020,USD,334.75
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,2. Development,*Systems Engineer,TS,,Fee on Total Labor,"User5, Clark A.",,8/11/2020,,UNANET-01106,8/31/2020,USD,26.78
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,2. Development,*Systems Engineer,TS,,Fringe Client Site,"User5, Clark A.",,8/11/2020,,UNANET-01106,8/31/2020,USD,112.14
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,2. Development,*Systems Engineer,TS,,G&A,"User5, Clark A.",,8/11/2020,,UNANET-01106,8/31/2020,USD,48.50
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,2. Development,*Systems Engineer,TS,,Overhead Client Site.,"User5, Clark A.",,8/11/2020,,UNANET-01106,8/31/2020,USD,28.60
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,2. Development,*Systems Engineer,TS,,Direct Labor,"User5, Clark A.",,8/11/2020,10,UNANET-01106,8/31/2020,USD,334.75
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,2. Development,*Systems Engineer,TS,,Fee on Total Labor,"User5, Clark A.",,8/12/2020,,UNANET-01106,8/31/2020,USD,10.71
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,2. Development,*Systems Engineer,TS,,Fringe Client Site,"User5, Clark A.",,8/12/2020,,UNANET-01106,8/31/2020,USD,44.86
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,2. Development,*Systems Engineer,TS,,G&A,"User5, Clark A.",,8/12/2020,,UNANET-01106,8/31/2020,USD,19.40
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,2. Development,*Systems Engineer,TS,,Overhead Client Site.,"User5, Clark A.",,8/12/2020,,UNANET-01106,8/31/2020,USD,11.44
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,2. Development,*Systems Engineer,TS,,Direct Labor,"User5, Clark A.",,8/12/2020,4,UNANET-01106,8/31/2020,USD,133.90
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,2. Development,*Systems Engineer,TS,,Fee on Total Labor,"User5, Clark A.",,8/14/2020,,UNANET-01106,8/31/2020,USD,26.78
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,2. Development,*Systems Engineer,TS,,Fringe Client Site,"User5, Clark A.",,8/14/2020,,UNANET-01106,8/31/2020,USD,112.14
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,2. Development,*Systems Engineer,TS,,G&A,"User5, Clark A.",,8/14/2020,,UNANET-01106,8/31/2020,USD,48.50
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,2. Development,*Systems Engineer,TS,,Overhead Client Site.,"User5, Clark A.",,8/14/2020,,UNANET-01106,8/31/2020,USD,28.60
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,2. Development,*Systems Engineer,TS,,Direct Labor,"User5, Clark A.",,8/14/2020,10,UNANET-01106,8/31/2020,USD,334.75
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,2. Development,*Systems Engineer,TS,,Fee on Total Labor,"User5, Clark A.",,8/18/2020,,UNANET-01106,8/31/2020,USD,25.50
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,2. Development,*Systems Engineer,TS,,Fringe Client Site,"User5, Clark A.",,8/18/2020,,UNANET-01106,8/31/2020,USD,106.80
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,2. Development,*Systems Engineer,TS,,G&A,"User5, Clark A.",,8/18/2020,,UNANET-01106,8/31/2020,USD,46.19
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,2. Development,*Systems Engineer,TS,,Overhead Client Site.,"User5, Clark A.",,8/18/2020,,UNANET-01106,8/31/2020,USD,27.24
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,2. Development,*Systems Engineer,TS,,Direct Labor,"User5, Clark A.",,8/18/2020,10,UNANET-01106,8/31/2020,USD,318.81
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,2. Development,*Systems Engineer,TS,,Fee on Total Labor,"User5, Clark A.",,8/22/2020,,UNANET-01106,8/31/2020,USD,25.50
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,2. Development,*Systems Engineer,TS,,Fringe Client Site,"User5, Clark A.",,8/22/2020,,UNANET-01106,8/31/2020,USD,106.80
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,2. Development,*Systems Engineer,TS,,G&A,"User5, Clark A.",,8/22/2020,,UNANET-01106,8/31/2020,USD,46.19
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,2. Development,*Systems Engineer,TS,,Overhead Client Site.,"User5, Clark A.",,8/22/2020,,UNANET-01106,8/31/2020,USD,27.24
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,2. Development,*Systems Engineer,TS,,Direct Labor,"User5, Clark A.",,8/22/2020,10,UNANET-01106,8/31/2020,USD,318.81
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,2. Development,*Systems Engineer,TS,,Fee on Total Labor,"User5, Clark A.",,8/26/2020,,UNANET-01106,8/31/2020,USD,25.50
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,2. Development,*Systems Engineer,TS,,Fringe Client Site,"User5, Clark A.",,8/26/2020,,UNANET-01106,8/31/2020,USD,106.80
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,2. Development,*Systems Engineer,TS,,G&A,"User5, Clark A.",,8/26/2020,,UNANET-01106,8/31/2020,USD,46.19
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,2. Development,*Systems Engineer,TS,,Overhead Client Site.,"User5, Clark A.",,8/26/2020,,UNANET-01106,8/31/2020,USD,27.24
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,2. Development,*Systems Engineer,TS,,Direct Labor,"User5, Clark A.",,8/26/2020,10,UNANET-01106,8/31/2020,USD,318.81
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,2. Development,*Systems Engineer,TS,,Fee on Total Labor,"User5, Clark A.",,8/28/2020,,UNANET-01106,8/31/2020,USD,10.20
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,2. Development,*Systems Engineer,TS,,Fringe Client Site,"User5, Clark A.",,8/28/2020,,UNANET-01106,8/31/2020,USD,42.72
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,2. Development,*Systems Engineer,TS,,G&A,"User5, Clark A.",,8/28/2020,,UNANET-01106,8/31/2020,USD,18.48
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,2. Development,*Systems Engineer,TS,,Overhead Client Site.,"User5, Clark A.",,8/28/2020,,UNANET-01106,8/31/2020,USD,10.90
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,2. Development,*Systems Engineer,TS,,Direct Labor,"User5, Clark A.",,8/28/2020,4,UNANET-01106,8/31/2020,USD,127.52
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,2. Development,*Systems Engineer,TS,,Fee on Total Labor,"User5, Clark A.",,8/30/2020,,UNANET-01106,8/31/2020,USD,25.50
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,2. Development,*Systems Engineer,TS,,Fringe Client Site,"User5, Clark A.",,8/30/2020,,UNANET-01106,8/31/2020,USD,106.80
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,2. Development,*Systems Engineer,TS,,G&A,"User5, Clark A.",,8/30/2020,,UNANET-01106,8/31/2020,USD,46.19
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,2. Development,*Systems Engineer,TS,,Overhead Client Site.,"User5, Clark A.",,8/30/2020,,UNANET-01106,8/31/2020,USD,27.24
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,2. Development,*Systems Engineer,TS,,Direct Labor,"User5, Clark A.",,8/30/2020,10,UNANET-01106,8/31/2020,USD,318.81
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,2. Development,GSA-Program Manager,TS,,Fee on Total Labor,"User6, GW",,8/2/2020,,UNANET-01106,8/31/2020,USD,17.85
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,2. Development,GSA-Program Manager,TS,,Fringe Client Site,"User6, GW",,8/2/2020,,UNANET-01106,8/31/2020,USD,74.76
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,2. Development,GSA-Program Manager,TS,,G&A,"User6, GW",,8/2/2020,,UNANET-01106,8/31/2020,USD,32.33
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,2. Development,GSA-Program Manager,TS,,Overhead Client Site.,"User6, GW",,8/2/2020,,UNANET-01106,8/31/2020,USD,19.07
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,2. Development,GSA-Program Manager,TS,,Direct Labor,"User6, GW",,8/2/2020,8,UNANET-01106,8/31/2020,USD,223.17
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,2. Development,GSA-Program Manager,TS,,Fee on Total Labor,"User6, GW",,8/17/2020,,UNANET-01106,8/31/2020,USD,17.85
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,2. Development,GSA-Program Manager,TS,,Fringe Client Site,"User6, GW",,8/17/2020,,UNANET-01106,8/31/2020,USD,74.76
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,2. Development,GSA-Program Manager,TS,,G&A,"User6, GW",,8/17/2020,,UNANET-01106,8/31/2020,USD,32.33
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,2. Development,GSA-Program Manager,TS,,Overhead Client Site.,"User6, GW",,8/17/2020,,UNANET-01106,8/31/2020,USD,19.07
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,2. Development,GSA-Program Manager,TS,,Direct Labor,"User6, GW",,8/17/2020,8,UNANET-01106,8/31/2020,USD,223.17
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,3.2. Training,Materials,VI,0000000769,Fee on Total ODC,,V-MATERIALINC - Materials Incorporated,8/31/2020,,UNANET-01106,8/31/2020,USD,150.00
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,3.2. Training,Materials,VI,0000000769,G&A,,V-MATERIALINC - Materials Incorporated,8/31/2020,,UNANET-01106,8/31/2020,USD,510.00
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Billed,3.2. Training,Materials,VI,0000000769,MATERIALS,,V-MATERIALINC - Materials Incorporated,8/31/2020,,UNANET-01106,8/31/2020,USD,"5,000.00"
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Unbilled,,*Business Analyst,TS,,Fringe Client Site,"User5, George",,10/1/2019,,,8/31/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Unbilled,,*Business Analyst,TS,,G&A,"User5, George",,10/1/2019,,,8/31/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Unbilled,,*Business Analyst,TS,,Overhead Client Site.,"User5, George",,10/1/2019,,,8/31/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Unbilled,,*Business Analyst,TS,,Fringe Client Site,"User5, George",,11/1/2019,,,8/31/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Unbilled,,*Business Analyst,TS,,G&A,"User5, George",,11/1/2019,,,8/31/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Unbilled,,*Business Analyst,TS,,Overhead Client Site.,"User5, George",,11/1/2019,,,8/31/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Unbilled,,*Business Analyst,TS,,Fringe Client Site,"User5, George",,12/1/2019,,,8/31/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Unbilled,,*Business Analyst,TS,,G&A,"User5, George",,12/1/2019,,,8/31/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Unbilled,,*Business Analyst,TS,,Overhead Client Site.,"User5, George",,12/1/2019,,,8/31/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Unbilled,,*Business Analyst,TS,,Fringe Client Site,"User5, George",,1/1/2020,,,8/31/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Unbilled,,*Business Analyst,TS,,G&A,"User5, George",,1/1/2020,,,8/31/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Unbilled,,*Business Analyst,TS,,Overhead Client Site.,"User5, George",,1/1/2020,,,8/31/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Unbilled,,*Business Analyst,TS,,Fringe Client Site,"User5, George",,2/1/2020,,,8/31/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Unbilled,,*Business Analyst,TS,,G&A,"User5, George",,2/1/2020,,,8/31/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Unbilled,,*Business Analyst,TS,,Overhead Client Site.,"User5, George",,2/1/2020,,,8/31/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Unbilled,,*Business Analyst,TS,,Fringe Client Site,"User5, George",,3/1/2020,,,8/31/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Unbilled,,*Business Analyst,TS,,G&A,"User5, George",,3/1/2020,,,8/31/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Unbilled,,*Business Analyst,TS,,Overhead Client Site.,"User5, George",,3/1/2020,,,8/31/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Unbilled,,*Business Analyst,TS,,Fringe Client Site,"User5, George",,4/1/2020,,,8/31/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Unbilled,,*Business Analyst,TS,,G&A,"User5, George",,4/1/2020,,,8/31/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Unbilled,,*Business Analyst,TS,,Overhead Client Site.,"User5, George",,4/1/2020,,,8/31/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Unbilled,,*Business Analyst,TS,,Fringe Client Site,"User5, George",,5/1/2020,,,8/31/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Unbilled,,*Business Analyst,TS,,G&A,"User5, George",,5/1/2020,,,8/31/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Unbilled,,*Business Analyst,TS,,Overhead Client Site.,"User5, George",,5/1/2020,,,8/31/2020,USD,0.00
