DocumentNumber,JournalDate,PostedToGL,AccountCode,AccountDescription,OrgCode,OrgName,ProjectOrg,Project,Task,Category,BaseCostElement,CostElement,CustomVendor,Person,SecureDocumentType,SecureDocumentNumber,ItemDate,Quantity,BillingCurrency,Rate,DebitInBillingCurrency,CreditInBillingCurrency,ExtractDate
UNANET-01106,8/31/2020,Y,10.02.01,Accounts Receivable,OPS.CS,Consulting Services,CUST-1-DOD,10.10.7011.102.BY,2. Development,*Systems Engineer,Direct Labor,Fringe Client Site,,"User5, Clark A.",,,8/28/2020,,USD,,42.72,0.00,
UNANET-01106,8/31/2020,Y,10.02.01,Accounts Receivable,OPS.CS,Consulting Services,CUST-1-DOD,10.10.7011.102.BY,2. Development,*Systems Engineer,Direct Labor,Fringe Client Site,,"User5, Clark A.",,,8/30/2020,,USD,,106.80,0.00,
UNANET-01106,8/31/2020,Y,10.02.01,Accounts Receivable,OPS.CS,Consulting Services,CUST-1-DOD,10.10.7011.102.BY,2. Development,*Systems Engineer,Direct Labor,G&A,,"User5, Clark A.",,,8/3/2020,,USD,,48.50,0.00,
UNANET-01106,8/31/2020,Y,10.02.01,Accounts Receivable,OPS.CS,Consulting Services,CUST-1-DOD,10.10.7011.102.BY,2. Development,*Systems Engineer,Direct Labor,G&A,,"User5, Clark A.",,,8/6/2020,,USD,,48.50,0.00,
UNANET-01106,8/31/2020,Y,10.02.01,Accounts Receivable,OPS.CS,Consulting Services,CUST-1-DOD,10.10.7011.102.BY,2. Development,*Systems Engineer,Direct Labor,G&A,,"User5, Clark A.",,,8/11/2020,,USD,,48.50,0.00,
UNANET-01106,8/31/2020,Y,10.02.01,Accounts Receivable,OPS.CS,Consulting Services,CUST-1-DOD,10.10.7011.102.BY,2. Development,*Systems Engineer,Direct Labor,G&A,,"User5, Clark A.",,,8/12/2020,,USD,,19.40,0.00,
UNANET-01106,8/31/2020,Y,10.02.01,Accounts Receivable,OPS.CS,Consulting Services,CUST-1-DOD,10.10.7011.102.BY,2. Development,*Systems Engineer,Direct Labor,G&A,,"User5, Clark A.",,,8/14/2020,,USD,,48.50,0.00,
UNANET-01106,8/31/2020,Y,10.02.01,Accounts Receivable,OPS.CS,Consulting Services,CUST-1-DOD,10.10.7011.102.BY,2. Development,*Systems Engineer,Direct Labor,G&A,,"User5, Clark A.",,,8/18/2020,,USD,,46.19,0.00,
UNANET-01106,8/31/2020,Y,10.02.01,Accounts Receivable,OPS.CS,Consulting Services,CUST-1-DOD,10.10.7011.102.BY,2. Development,*Systems Engineer,Direct Labor,G&A,,"User5, Clark A.",,,8/22/2020,,USD,,46.19,0.00,
UNANET-01106,8/31/2020,Y,10.02.01,Accounts Receivable,OPS.CS,Consulting Services,CUST-1-DOD,10.10.7011.102.BY,2. Development,*Systems Engineer,Direct Labor,G&A,,"User5, Clark A.",,,8/26/2020,,USD,,46.19,0.00,
UNANET-01106,8/31/2020,Y,10.02.01,Accounts Receivable,OPS.CS,Consulting Services,CUST-1-DOD,10.10.7011.102.BY,2. Development,*Systems Engineer,Direct Labor,G&A,,"User5, Clark A.",,,8/28/2020,,USD,,18.48,0.00,
UNANET-01106,8/31/2020,Y,10.02.01,Accounts Receivable,OPS.CS,Consulting Services,CUST-1-DOD,10.10.7011.102.BY,2. Development,*Systems Engineer,Direct Labor,G&A,,"User5, Clark A.",,,8/30/2020,,USD,,46.19,0.00,
UNANET-01106,8/31/2020,Y,10.02.01,Accounts Receivable,OPS.CS,Consulting Services,CUST-1-DOD,10.10.7011.102.BY,2. Development,*Systems Engineer,Direct Labor,Overhead Client Site.,,"User5, Clark A.",,,8/3/2020,,USD,,28.60,0.00,
UNANET-01106,8/31/2020,Y,10.02.01,Accounts Receivable,OPS.CS,Consulting Services,CUST-1-DOD,10.10.7011.102.BY,2. Development,*Systems Engineer,Direct Labor,Overhead Client Site.,,"User5, Clark A.",,,8/6/2020,,USD,,28.60,0.00,
UNANET-01106,8/31/2020,Y,10.02.01,Accounts Receivable,OPS.CS,Consulting Services,CUST-1-DOD,10.10.7011.102.BY,2. Development,*Systems Engineer,Direct Labor,Overhead Client Site.,,"User5, Clark A.",,,8/11/2020,,USD,,28.60,0.00,
UNANET-01106,8/31/2020,Y,10.02.01,Accounts Receivable,OPS.CS,Consulting Services,CUST-1-DOD,10.10.7011.102.BY,2. Development,*Systems Engineer,Direct Labor,Overhead Client Site.,,"User5, Clark A.",,,8/12/2020,,USD,,11.44,0.00,
UNANET-01106,8/31/2020,Y,10.02.01,Accounts Receivable,OPS.CS,Consulting Services,CUST-1-DOD,10.10.7011.102.BY,2. Development,*Systems Engineer,Direct Labor,Overhead Client Site.,,"User5, Clark A.",,,8/14/2020,,USD,,28.60,0.00,
UNANET-01106,8/31/2020,Y,10.02.01,Accounts Receivable,OPS.CS,Consulting Services,CUST-1-DOD,10.10.7011.102.BY,2. Development,*Systems Engineer,Direct Labor,Overhead Client Site.,,"User5, Clark A.",,,8/18/2020,,USD,,27.24,0.00,
UNANET-01106,8/31/2020,Y,10.02.01,Accounts Receivable,OPS.CS,Consulting Services,CUST-1-DOD,10.10.7011.102.BY,2. Development,*Systems Engineer,Direct Labor,Overhead Client Site.,,"User5, Clark A.",,,8/22/2020,,USD,,27.24,0.00,
UNANET-01106,8/31/2020,Y,10.02.01,Accounts Receivable,OPS.CS,Consulting Services,CUST-1-DOD,10.10.7011.102.BY,2. Development,*Systems Engineer,Direct Labor,Overhead Client Site.,,"User5, Clark A.",,,8/26/2020,,USD,,27.24,0.00,
UNANET-01106,8/31/2020,Y,10.02.01,Accounts Receivable,OPS.CS,Consulting Services,CUST-1-DOD,10.10.7011.102.BY,2. Development,*Systems Engineer,Direct Labor,Overhead Client Site.,,"User5, Clark A.",,,8/28/2020,,USD,,10.90,0.00,
UNANET-01106,8/31/2020,Y,10.02.01,Accounts Receivable,OPS.CS,Consulting Services,CUST-1-DOD,10.10.7011.102.BY,2. Development,*Systems Engineer,Direct Labor,Overhead Client Site.,,"User5, Clark A.",,,8/30/2020,,USD,,27.24,0.00,
UNANET-01106,8/31/2020,Y,10.02.01,Accounts Receivable,OPS.CS,Consulting Services,CUST-1-DOD,10.10.7011.102.BY,2. Development,GSA-Program Manager,Direct Labor,Direct Labor,,"User6, GW",,,8/2/2020,8.00,USD,27.89584,223.17,0.00,
UNANET-01106,8/31/2020,Y,10.02.01,Accounts Receivable,OPS.CS,Consulting Services,CUST-1-DOD,10.10.7011.102.BY,2. Development,GSA-Program Manager,Direct Labor,Direct Labor,,"User6, GW",,,8/17/2020,8.00,USD,27.89584,223.17,0.00,
UNANET-01106,8/31/2020,Y,10.02.01,Accounts Receivable,OPS.CS,Consulting Services,CUST-1-DOD,10.10.7011.102.BY,2. Development,GSA-Program Manager,Direct Labor,Fee on Total Labor,,"User6, GW",,,8/2/2020,,USD,,17.85,0.00,
UNANET-01106,8/31/2020,Y,10.02.01,Accounts Receivable,OPS.CS,Consulting Services,CUST-1-DOD,10.10.7011.102.BY,2. Development,GSA-Program Manager,Direct Labor,Fee on Total Labor,,"User6, GW",,,8/17/2020,,USD,,17.85,0.00,
UNANET-01106,8/31/2020,Y,10.02.01,Accounts Receivable,OPS.CS,Consulting Services,CUST-1-DOD,10.10.7011.102.BY,2. Development,GSA-Program Manager,Direct Labor,Fringe Client Site,,"User6, GW",,,8/2/2020,,USD,,74.76,0.00,
UNANET-01106,8/31/2020,Y,10.02.01,Accounts Receivable,OPS.CS,Consulting Services,CUST-1-DOD,10.10.7011.102.BY,2. Development,GSA-Program Manager,Direct Labor,Fringe Client Site,,"User6, GW",,,8/17/2020,,USD,,74.76,0.00,
UNANET-01106,8/31/2020,Y,10.02.01,Accounts Receivable,OPS.CS,Consulting Services,CUST-1-DOD,10.10.7011.102.BY,2. Development,GSA-Program Manager,Direct Labor,G&A,,"User6, GW",,,8/2/2020,,USD,,32.33,0.00,
UNANET-01106,8/31/2020,Y,10.02.01,Accounts Receivable,OPS.CS,Consulting Services,CUST-1-DOD,10.10.7011.102.BY,2. Development,GSA-Program Manager,Direct Labor,G&A,,"User6, GW",,,8/17/2020,,USD,,32.33,0.00,
UNANET-01106,8/31/2020,Y,10.02.01,Accounts Receivable,OPS.CS,Consulting Services,CUST-1-DOD,10.10.7011.102.BY,2. Development,GSA-Program Manager,Direct Labor,Overhead Client Site.,,"User6, GW",,,8/2/2020,,USD,,19.07,0.00,
UNANET-01106,8/31/2020,Y,10.02.01,Accounts Receivable,OPS.CS,Consulting Services,CUST-1-DOD,10.10.7011.102.BY,2. Development,GSA-Program Manager,Direct Labor,Overhead Client Site.,,"User6, GW",,,8/17/2020,,USD,,19.07,0.00,
UNANET-01106,8/31/2020,Y,10.02.01,Accounts Receivable,OPS.CS,Consulting Services,CUST-1-DOD,10.10.7011.102.BY,3.2. Training,Materials,MATERIALS,Fee on Total ODC,V-MATERIALINC - Materials Incorporated,,VI,0000000769,8/31/2020,,USD,,150.00,0.00,
UNANET-01106,8/31/2020,Y,10.02.01,Accounts Receivable,OPS.CS,Consulting Services,CUST-1-DOD,10.10.7011.102.BY,3.2. Training,Materials,MATERIALS,G&A,V-MATERIALINC - Materials Incorporated,,VI,0000000769,8/31/2020,,USD,,510.00,0.00,
UNANET-01106,8/31/2020,Y,10.02.01,Accounts Receivable,OPS.CS,Consulting Services,CUST-1-DOD,10.10.7011.102.BY,3.2. Training,Materials,MATERIALS,MATERIALS,V-MATERIALINC - Materials Incorporated,,VI,0000000769,8/31/2020,,USD,,5000.00,0.00,
UNANET-01106,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,10.10.7011.102.BY,1. Project Support,*Systems Engineer,Direct Labor,Direct Labor,,"User5, Clark A.",,,8/2/2020,10.00,USD,33.47501,0.00,334.75,
UNANET-01106,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,10.10.7011.102.BY,1. Project Support,*Systems Engineer,Direct Labor,Direct Labor,,"User5, Clark A.",,,8/5/2020,10.00,USD,33.47501,0.00,334.75,
UNANET-01106,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,10.10.7011.102.BY,1. Project Support,*Systems Engineer,Direct Labor,Direct Labor,,"User5, Clark A.",,,8/10/2020,10.00,USD,33.47501,0.00,334.75,
UNANET-01106,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,10.10.7011.102.BY,1. Project Support,*Systems Engineer,Direct Labor,Direct Labor,,"User5, Clark A.",,,8/13/2020,10.00,USD,33.47501,0.00,334.75,
UNANET-01106,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,10.10.7011.102.BY,1. Project Support,*Systems Engineer,Direct Labor,Direct Labor,,"User5, Clark A.",,,8/17/2020,10.00,USD,31.88096,0.00,318.81,
UNANET-01106,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,10.10.7011.102.BY,1. Project Support,*Systems Engineer,Direct Labor,Direct Labor,,"User5, Clark A.",,,8/21/2020,10.00,USD,31.88096,0.00,318.81,
UNANET-01106,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,10.10.7011.102.BY,1. Project Support,*Systems Engineer,Direct Labor,Direct Labor,,"User5, Clark A.",,,8/25/2020,10.00,USD,31.88096,0.00,318.81,
UNANET-01106,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,10.10.7011.102.BY,1. Project Support,*Systems Engineer,Direct Labor,Direct Labor,,"User5, Clark A.",,,8/29/2020,10.00,USD,31.88096,0.00,318.81,
UNANET-01106,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,10.10.7011.102.BY,1. Project Support,*Systems Engineer,Direct Labor,Fee on Total Labor,,"User5, Clark A.",,,8/2/2020,,USD,,0.00,26.78,
UNANET-01106,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,10.10.7011.102.BY,1. Project Support,*Systems Engineer,Direct Labor,Fee on Total Labor,,"User5, Clark A.",,,8/5/2020,,USD,,0.00,26.78,
UNANET-01106,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,10.10.7011.102.BY,1. Project Support,*Systems Engineer,Direct Labor,Fee on Total Labor,,"User5, Clark A.",,,8/10/2020,,USD,,0.00,26.78,
UNANET-01106,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,10.10.7011.102.BY,1. Project Support,*Systems Engineer,Direct Labor,Fee on Total Labor,,"User5, Clark A.",,,8/13/2020,,USD,,0.00,26.78,
UNANET-01106,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,10.10.7011.102.BY,1. Project Support,*Systems Engineer,Direct Labor,Fee on Total Labor,,"User5, Clark A.",,,8/17/2020,,USD,,0.00,25.50,
UNANET-01106,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,10.10.7011.102.BY,1. Project Support,*Systems Engineer,Direct Labor,Fee on Total Labor,,"User5, Clark A.",,,8/21/2020,,USD,,0.00,25.50,
UNANET-01106,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,10.10.7011.102.BY,1. Project Support,*Systems Engineer,Direct Labor,Fee on Total Labor,,"User5, Clark A.",,,8/25/2020,,USD,,0.00,25.50,
UNANET-01106,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,10.10.7011.102.BY,1. Project Support,*Systems Engineer,Direct Labor,Fee on Total Labor,,"User5, Clark A.",,,8/29/2020,,USD,,0.00,25.50,
UNANET-01106,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,10.10.7011.102.BY,1. Project Support,*Systems Engineer,Direct Labor,Fringe Client Site,,"User5, Clark A.",,,8/2/2020,,USD,,0.00,112.14,
UNANET-01106,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,10.10.7011.102.BY,1. Project Support,*Systems Engineer,Direct Labor,Fringe Client Site,,"User5, Clark A.",,,8/5/2020,,USD,,0.00,112.14,
UNANET-01106,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,10.10.7011.102.BY,1. Project Support,*Systems Engineer,Direct Labor,Fringe Client Site,,"User5, Clark A.",,,8/10/2020,,USD,,0.00,112.14,
UNANET-01106,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,10.10.7011.102.BY,1. Project Support,*Systems Engineer,Direct Labor,Fringe Client Site,,"User5, Clark A.",,,8/13/2020,,USD,,0.00,112.14,
UNANET-01106,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,10.10.7011.102.BY,1. Project Support,*Systems Engineer,Direct Labor,Fringe Client Site,,"User5, Clark A.",,,8/17/2020,,USD,,0.00,106.80,
UNANET-01106,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,10.10.7011.102.BY,1. Project Support,*Systems Engineer,Direct Labor,Fringe Client Site,,"User5, Clark A.",,,8/21/2020,,USD,,0.00,106.80,
UNANET-01106,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,10.10.7011.102.BY,1. Project Support,*Systems Engineer,Direct Labor,Fringe Client Site,,"User5, Clark A.",,,8/25/2020,,USD,,0.00,106.80,
UNANET-01106,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,10.10.7011.102.BY,1. Project Support,*Systems Engineer,Direct Labor,Fringe Client Site,,"User5, Clark A.",,,8/29/2020,,USD,,0.00,106.80,
UNANET-01106,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,10.10.7011.102.BY,1. Project Support,*Systems Engineer,Direct Labor,G&A,,"User5, Clark A.",,,8/2/2020,,USD,,0.00,48.50,
UNANET-01106,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,10.10.7011.102.BY,1. Project Support,*Systems Engineer,Direct Labor,G&A,,"User5, Clark A.",,,8/5/2020,,USD,,0.00,48.50,
UNANET-01106,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,10.10.7011.102.BY,1. Project Support,*Systems Engineer,Direct Labor,G&A,,"User5, Clark A.",,,8/10/2020,,USD,,0.00,48.50,
UNANET-01106,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,10.10.7011.102.BY,1. Project Support,*Systems Engineer,Direct Labor,G&A,,"User5, Clark A.",,,8/13/2020,,USD,,0.00,48.50,
UNANET-01106,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,10.10.7011.102.BY,1. Project Support,*Systems Engineer,Direct Labor,G&A,,"User5, Clark A.",,,8/17/2020,,USD,,0.00,46.19,
UNANET-01106,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,10.10.7011.102.BY,1. Project Support,*Systems Engineer,Direct Labor,G&A,,"User5, Clark A.",,,8/21/2020,,USD,,0.00,46.19,
UNANET-01106,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,10.10.7011.102.BY,1. Project Support,*Systems Engineer,Direct Labor,G&A,,"User5, Clark A.",,,8/25/2020,,USD,,0.00,46.19,
UNANET-01106,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,10.10.7011.102.BY,1. Project Support,*Systems Engineer,Direct Labor,G&A,,"User5, Clark A.",,,8/29/2020,,USD,,0.00,46.19,
UNANET-01106,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,10.10.7011.102.BY,1. Project Support,*Systems Engineer,Direct Labor,Overhead Client Site.,,"User5, Clark A.",,,8/2/2020,,USD,,0.00,28.60,
UNANET-01106,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,10.10.7011.102.BY,1. Project Support,*Systems Engineer,Direct Labor,Overhead Client Site.,,"User5, Clark A.",,,8/5/2020,,USD,,0.00,28.60,
UNANET-01106,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,10.10.7011.102.BY,1. Project Support,*Systems Engineer,Direct Labor,Overhead Client Site.,,"User5, Clark A.",,,8/10/2020,,USD,,0.00,28.60,
UNANET-01106,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,10.10.7011.102.BY,1. Project Support,*Systems Engineer,Direct Labor,Overhead Client Site.,,"User5, Clark A.",,,8/13/2020,,USD,,0.00,28.60,
UNANET-01106,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,10.10.7011.102.BY,1. Project Support,*Systems Engineer,Direct Labor,Overhead Client Site.,,"User5, Clark A.",,,8/17/2020,,USD,,0.00,27.24,
UNANET-01106,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,10.10.7011.102.BY,1. Project Support,*Systems Engineer,Direct Labor,Overhead Client Site.,,"User5, Clark A.",,,8/21/2020,,USD,,0.00,27.24,
UNANET-01106,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,10.10.7011.102.BY,1. Project Support,*Systems Engineer,Direct Labor,Overhead Client Site.,,"User5, Clark A.",,,8/25/2020,,USD,,0.00,27.24,
UNANET-01106,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,10.10.7011.102.BY,1. Project Support,*Systems Engineer,Direct Labor,Overhead Client Site.,,"User5, Clark A.",,,8/29/2020,,USD,,0.00,27.24,
UNANET-01106,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,10.10.7011.102.BY,1. Project Support,01020 - ADMIN ASSISTAN,Direct Labor,Direct Labor,,"Director, Chris S.",,,8/1/2020,8.00,USD,47.54631,0.00,380.37,
UNANET-01106,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,10.10.7011.102.BY,1. Project Support,01020 - ADMIN ASSISTAN,Direct Labor,Direct Labor,,"Director, Chris S.",,,8/15/2020,8.00,USD,47.54631,0.00,380.37,
UNANET-01106,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,10.10.7011.102.BY,1. Project Support,01020 - ADMIN ASSISTAN,Direct Labor,Direct Labor,,"Director, Chris S.",,,8/17/2020,8.00,USD,45.04388,0.00,360.35,
UNANET-01106,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,10.10.7011.102.BY,1. Project Support,01020 - ADMIN ASSISTAN,Direct Labor,Direct Labor,,"Director, Chris S.",,,8/31/2020,8.00,USD,45.04388,0.00,360.35,
UNANET-01106,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,10.10.7011.102.BY,1. Project Support,01020 - ADMIN ASSISTAN,Direct Labor,Fee on Total Labor,,"Director, Chris S.",,,8/1/2020,,USD,,0.00,30.43,
UNANET-01106,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,10.10.7011.102.BY,1. Project Support,01020 - ADMIN ASSISTAN,Direct Labor,Fee on Total Labor,,"Director, Chris S.",,,8/15/2020,,USD,,0.00,30.43,
UNANET-01106,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,10.10.7011.102.BY,1. Project Support,01020 - ADMIN ASSISTAN,Direct Labor,Fee on Total Labor,,"Director, Chris S.",,,8/17/2020,,USD,,0.00,28.83,
UNANET-01106,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,10.10.7011.102.BY,1. Project Support,01020 - ADMIN ASSISTAN,Direct Labor,Fee on Total Labor,,"Director, Chris S.",,,8/31/2020,,USD,,0.00,28.83,
UNANET-01106,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,10.10.7011.102.BY,1. Project Support,01020 - ADMIN ASSISTAN,Direct Labor,Fringe Company Site,,"Director, Chris S.",,,8/1/2020,,USD,,0.00,127.42,
UNANET-01106,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,10.10.7011.102.BY,1. Project Support,01020 - ADMIN ASSISTAN,Direct Labor,Fringe Company Site,,"Director, Chris S.",,,8/15/2020,,USD,,0.00,127.42,
UNANET-01106,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,10.10.7011.102.BY,1. Project Support,01020 - ADMIN ASSISTAN,Direct Labor,Fringe Company Site,,"Director, Chris S.",,,8/17/2020,,USD,,0.00,120.72,
UNANET-01106,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,10.10.7011.102.BY,1. Project Support,01020 - ADMIN ASSISTAN,Direct Labor,Fringe Company Site,,"Director, Chris S.",,,8/31/2020,,USD,,0.00,120.72,
UNANET-01106,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,10.10.7011.102.BY,1. Project Support,01020 - ADMIN ASSISTAN,Direct Labor,G&A,,"Director, Chris S.",,,8/1/2020,,USD,,0.00,71.48,
UNANET-01106,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,10.10.7011.102.BY,1. Project Support,01020 - ADMIN ASSISTAN,Direct Labor,G&A,,"Director, Chris S.",,,8/15/2020,,USD,,0.00,71.48,
UNANET-01106,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,10.10.7011.102.BY,1. Project Support,01020 - ADMIN ASSISTAN,Direct Labor,G&A,,"Director, Chris S.",,,8/17/2020,,USD,,0.00,67.72,
UNANET-01106,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,10.10.7011.102.BY,1. Project Support,01020 - ADMIN ASSISTAN,Direct Labor,G&A,,"Director, Chris S.",,,8/31/2020,,USD,,0.00,67.72,
UNANET-01106,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,10.10.7011.102.BY,1. Project Support,01020 - ADMIN ASSISTAN,Direct Labor,Overhead Company Site,,"Director, Chris S.",,,8/1/2020,,USD,,0.00,192.96,
UNANET-01106,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,10.10.7011.102.BY,1. Project Support,01020 - ADMIN ASSISTAN,Direct Labor,Overhead Company Site,,"Director, Chris S.",,,8/15/2020,,USD,,0.00,192.96,
UNANET-01106,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,10.10.7011.102.BY,1. Project Support,01020 - ADMIN ASSISTAN,Direct Labor,Overhead Company Site,,"Director, Chris S.",,,8/17/2020,,USD,,0.00,182.81,
UNANET-01106,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,10.10.7011.102.BY,1. Project Support,01020 - ADMIN ASSISTAN,Direct Labor,Overhead Company Site,,"Director, Chris S.",,,8/31/2020,,USD,,0.00,182.81,
UNANET-01106,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,10.10.7011.102.BY,1. Project Support,Airfare,Expense reports,Expense reports,,"User4, Charlie",,,8/3/2020,,USD,,0.00,500.00,
UNANET-01106,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,10.10.7011.102.BY,1. Project Support,Airfare,Expense reports,Expense reports,,"User4, Charlie",,,8/3/2020,,USD,,0.00,450.00,
UNANET-01106,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,10.10.7011.102.BY,1. Project Support,Airfare,Expense reports,Fee on Total ODC,,"User4, Charlie",,,8/3/2020,,USD,,0.00,15.00,
UNANET-01106,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,10.10.7011.102.BY,1. Project Support,Airfare,Expense reports,Fee on Total ODC,,"User4, Charlie",,,8/3/2020,,USD,,0.00,13.50,
UNANET-01106,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,10.10.7011.102.BY,1. Project Support,Airfare,Expense reports,G&A,,"User4, Charlie",,,8/3/2020,,USD,,0.00,51.00,
UNANET-01106,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,10.10.7011.102.BY,1. Project Support,Airfare,Expense reports,G&A,,"User4, Charlie",,,8/3/2020,,USD,,0.00,45.90,
UNANET-01106,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,10.10.7011.102.BY,1. Project Support,Business Meals,Expense reports,Expense reports,,"Controller, Frank T.",,,8/9/2020,,USD,,0.00,67.22,
UNANET-01106,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,10.10.7011.102.BY,1. Project Support,Business Meals,Expense reports,Expense reports,,"User4, Charlie",,,8/3/2020,,USD,,0.00,2.00,
UNANET-01106,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,10.10.7011.102.BY,1. Project Support,Business Meals,Expense reports,Fee on Total ODC,,"Controller, Frank T.",,,8/9/2020,,USD,,0.00,2.02,
UNANET-01106,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,10.10.7011.102.BY,1. Project Support,Business Meals,Expense reports,Fee on Total ODC,,"User4, Charlie",,,8/3/2020,,USD,,0.00,0.06,
UNANET-01106,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,10.10.7011.102.BY,1. Project Support,Business Meals,Expense reports,G&A,,"Controller, Frank T.",,,8/9/2020,,USD,,0.00,6.86,
