DocumentNumber,JournalDate,PostedToGL,AccountCode,AccountDescription,OrgCode,OrgName,ProjectOrg,Project,Task,Category,BaseCostElement,CostElement,CustomVendor,Person,SecureDocumentType,SecureDocumentNumber,ItemDate,Quantity,BillingCurrency,Rate,DebitInBillingCurrency,CreditInBillingCurrency,ExtractDate
0000000273,8/31/2020,Y,40.01.01,Revenue - Government,OPS.DS,Digital Services,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,2. Code,*Designer,Direct Labor,,,"User3, Chad",TS,,8/30/2020,-9.00,USD,125.5,1129.50,0.00,
0000000273,8/31/2020,Y,40.01.01,Revenue - Government,OPS.DS,Digital Services,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,2. Code,*Designer,Direct Labor,,,"User3, Chad",TS,,8/30/2020,9.00,USD,125.5,0.00,1129.50,
0000000273,8/31/2020,Y,40.01.01,Revenue - Government,OPS.DS,Digital Services,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,2. Code,*Designer,Direct Labor,,,"User3, Chad",TS,,8/31/2020,9.00,USD,125.5,0.00,1129.50,
0000000273,8/31/2020,Y,40.01.01,Revenue - Government,OPS.DS,Digital Services,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,2. Code,*Designer,Direct Labor,,,"User3, Chad",TS,,8/31/2020,-9.00,USD,125.5,1129.50,0.00,
0000000273,8/31/2020,Y,40.01.01,Revenue - Government,OPS.DS,Digital Services,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,2. Code,*Designer,Direct Labor,,,"User3, Chad",TS,,8/31/2020,9.00,USD,125.5,0.00,1129.50,
0000000273,8/31/2020,Y,40.01.01,Revenue - Government,OPS.DS,Digital Services,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,2. Code,*Project Manager,Direct Labor,,,"User4, Charlie",TS,,8/3/2020,1.60,USD,132.66,0.00,212.26,
0000000273,8/31/2020,Y,40.01.01,Revenue - Government,OPS.DS,Digital Services,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,2. Code,*Project Manager,Direct Labor,,,"User4, Charlie",TS,,8/4/2020,5.00,USD,132.66,0.00,663.30,
0000000273,8/31/2020,Y,40.01.01,Revenue - Government,OPS.DS,Digital Services,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,2. Code,*Project Manager,Direct Labor,,,"User4, Charlie",TS,,8/5/2020,1.00,USD,132.66,0.00,132.66,
0000000273,8/31/2020,Y,40.01.01,Revenue - Government,OPS.DS,Digital Services,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,2. Code,*Project Manager,Direct Labor,,,"User4, Charlie",TS,,8/10/2020,1.60,USD,132.66,0.00,212.26,
0000000273,8/31/2020,Y,40.01.01,Revenue - Government,OPS.DS,Digital Services,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,2. Code,*Project Manager,Direct Labor,,,"User4, Charlie",TS,,8/11/2020,5.00,USD,132.66,0.00,663.30,
0000000273,8/31/2020,Y,40.01.01,Revenue - Government,OPS.DS,Digital Services,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,2. Code,*Project Manager,Direct Labor,,,"User4, Charlie",TS,,8/12/2020,1.00,USD,132.66,0.00,132.66,
0000000273,8/31/2020,Y,40.01.01,Revenue - Government,OPS.DS,Digital Services,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,2. Code,*Project Manager,Direct Labor,,,"User4, Charlie",TS,,8/17/2020,1.60,USD,132.66,0.00,212.26,
0000000273,8/31/2020,Y,40.01.01,Revenue - Government,OPS.DS,Digital Services,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,2. Code,*Project Manager,Direct Labor,,,"User4, Charlie",TS,,8/18/2020,5.00,USD,132.66,0.00,663.30,
0000000273,8/31/2020,Y,40.01.01,Revenue - Government,OPS.DS,Digital Services,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,2. Code,*Project Manager,Direct Labor,,,"User4, Charlie",TS,,8/19/2020,1.00,USD,132.66,0.00,132.66,
0000000273,8/31/2020,Y,40.01.01,Revenue - Government,OPS.DS,Digital Services,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,2. Code,*Project Manager,Direct Labor,,,"User4, Charlie",TS,,8/24/2020,1.60,USD,132.66,0.00,212.26,
0000000273,8/31/2020,Y,40.01.01,Revenue - Government,OPS.DS,Digital Services,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,2. Code,*Project Manager,Direct Labor,,,"User4, Charlie",TS,,8/25/2020,5.00,USD,132.66,0.00,663.30,
0000000273,8/31/2020,Y,40.01.01,Revenue - Government,OPS.DS,Digital Services,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,2. Code,*Project Manager,Direct Labor,,,"User4, Charlie",TS,,8/26/2020,1.00,USD,132.66,0.00,132.66,
0000000273,8/31/2020,Y,40.01.01,Revenue - Government,OPS.DS,Digital Services,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,2. Code,*Project Manager,Direct Labor,,,"User4, Charlie",TS,,8/31/2020,1.60,USD,132.66,0.00,212.26,
0000000273,8/31/2020,Y,40.01.01,Revenue - Government,OPS.DS,Digital Services,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,2. Code,*Project Manager,Direct Labor,,,"User4, Charlie",TS,,8/31/2020,-1.60,USD,132.66,212.26,0.00,
0000000273,8/31/2020,Y,40.01.01,Revenue - Government,OPS.DS,Digital Services,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,2. Code,*Project Manager,Direct Labor,,,"User4, Charlie",TS,,8/31/2020,1.60,USD,132.66,0.00,212.26,
0000000273,8/31/2020,Y,40.01.01,Revenue - Government,OPS.DS,Digital Services,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,2. Code,*QA Auditor,Direct Labor,,,"User6, GW",TS,,8/3/2020,8.00,USD,82,0.00,656.00,
0000000273,8/31/2020,Y,40.01.01,Revenue - Government,OPS.DS,Digital Services,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,2. Code,*QA Auditor,Direct Labor,,,"User6, GW",TS,,8/12/2020,8.00,USD,82,0.00,656.00,
0000000273,8/31/2020,Y,40.01.01,Revenue - Government,OPS.DS,Digital Services,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,2. Code,*QA Auditor,Direct Labor,,,"User6, GW",TS,,8/18/2020,8.00,USD,82,0.00,656.00,
0000000273,8/31/2020,Y,40.01.01,Revenue - Government,OPS.DS,Digital Services,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,2. Code,*QA Auditor,Direct Labor,,,"User6, GW",TS,,8/28/2020,8.00,USD,82,0.00,656.00,
0000000273,8/31/2020,Y,40.01.01,Revenue - Government,OPS.DS,Digital Services,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,2. Code,Airfare,Expense reports,,,"User6, Charline",ER,504,8/7/2020,,USD,,0.00,300.00,
0000000273,8/31/2020,Y,40.01.01,Revenue - Government,OPS.DS,Digital Services,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,2. Code,Business Meals,Expense reports,,,"User6, Charline",ER,504,8/11/2020,,USD,,0.00,200.00,
0000000273,8/31/2020,Y,40.01.01,Revenue - Government,OPS.DS,Digital Services,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,2. Code,Entertainment,,,,"User6, Charline",ER,504,8/2/2020,,USD,,0.00,150.00,
0000000273,8/31/2020,Y,40.01.01,Revenue - Government,OPS.DS,Digital Services,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,2. Code,Lodging Over Per Diem,Expense reports,,,"User6, Charline",ER,504,8/9/2020,,USD,,0.00,0.00,
0000000273,8/31/2020,Y,40.01.01,Revenue - Government,OPS.DS,Digital Services,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,2. Code,Lodging Per Diem,Expense reports,,,"User6, Charline",ER,504,8/9/2020,,USD,,0.00,156.00,
0000000273,8/31/2020,Y,40.01.01,Revenue - Government,OPS.DS,Digital Services,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,2. Code,MIE Per Diem,Expense reports,,,"User6, Charline",ER,504,8/10/2020,,USD,,0.00,82.00,
0000000273,8/31/2020,Y,40.01.01,Revenue - Government,OPS.DS,Digital Services,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,2. Code,Mileage,Expense reports,,,"User6, Charline",ER,504,8/9/2020,,USD,,0.00,57.50,
0000000273,8/31/2020,Y,40.01.01,Revenue - Government,OPS.DS,Digital Services,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,2. Code,Telephone / Internet,Expense reports,,,"User6, Charline",ER,504,8/7/2020,,USD,,0.00,100.00,
0000000273,8/31/2020,Y,40.01.01,Revenue - Government,OPS.DS,Digital Services,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,4. Creative,*Designer,Direct Labor,,,"User3, Chad",TS,,6/1/2020,-8.00,USD,125.5,1004.00,0.00,
0000000273,8/31/2020,Y,40.01.01,Revenue - Government,OPS.DS,Digital Services,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,4. Creative,*Designer,Direct Labor,,,"User3, Chad",TS,,6/1/2020,8.00,USD,125.5,0.00,1004.00,
0000000273,8/31/2020,Y,40.01.01,Revenue - Government,OPS.DS,Digital Services,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,4. Creative,*Designer,Direct Labor,,,"User3, Chad",TS,,6/2/2020,-8.00,USD,125.5,1004.00,0.00,
0000000273,8/31/2020,Y,40.01.01,Revenue - Government,OPS.DS,Digital Services,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,4. Creative,*Designer,Direct Labor,,,"User3, Chad",TS,,6/2/2020,8.00,USD,125.5,0.00,1004.00,
0000000273,8/31/2020,Y,40.01.01,Revenue - Government,OPS.DS,Digital Services,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,4. Creative,*Designer,Direct Labor,,,"User3, Chad",TS,,6/3/2020,-8.00,USD,125.5,1004.00,0.00,
0000000273,8/31/2020,Y,40.01.01,Revenue - Government,OPS.DS,Digital Services,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,4. Creative,*Designer,Direct Labor,,,"User3, Chad",TS,,6/3/2020,8.00,USD,125.5,0.00,1004.00,
0000000273,8/31/2020,Y,40.01.01,Revenue - Government,OPS.DS,Digital Services,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,4. Creative,*Designer,Direct Labor,,,"User3, Chad",TS,,6/4/2020,-8.00,USD,125.5,1004.00,0.00,
0000000273,8/31/2020,Y,40.01.01,Revenue - Government,OPS.DS,Digital Services,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,4. Creative,*Designer,Direct Labor,,,"User3, Chad",TS,,6/4/2020,8.00,USD,125.5,0.00,1004.00,
0000000273,8/31/2020,Y,40.01.01,Revenue - Government,OPS.DS,Digital Services,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,4. Creative,*Designer,Direct Labor,,,"User3, Chad",TS,,6/5/2020,-8.00,USD,125.5,1004.00,0.00,
0000000273,8/31/2020,Y,40.01.01,Revenue - Government,OPS.DS,Digital Services,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,4. Creative,*Designer,Direct Labor,,,"User3, Chad",TS,,6/5/2020,8.00,USD,125.5,0.00,1004.00,
0000000273,8/31/2020,Y,40.01.01,Revenue - Government,OPS.DS,Digital Services,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,4. Creative,*Designer,Direct Labor,,,"User3, Chad",TS,,6/6/2020,-8.00,USD,125.5,1004.00,0.00,
0000000273,8/31/2020,Y,40.01.01,Revenue - Government,OPS.DS,Digital Services,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,4. Creative,*Designer,Direct Labor,,,"User3, Chad",TS,,6/6/2020,8.00,USD,125.5,0.00,1004.00,
0000000273,8/31/2020,Y,40.01.01,Revenue - Government,OPS.DS,Digital Services,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,4. Creative,*Designer,Direct Labor,,,"User3, Chad",TS,,6/7/2020,-8.00,USD,125.5,1004.00,0.00,
0000000273,8/31/2020,Y,40.01.01,Revenue - Government,OPS.DS,Digital Services,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,4. Creative,*Designer,Direct Labor,,,"User3, Chad",TS,,6/7/2020,8.00,USD,125.5,0.00,1004.00,
0000000273,8/31/2020,Y,40.01.01,Revenue - Government,OPS.DS,Digital Services,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,4. Creative,*Designer,Direct Labor,,,"User3, Chad",TS,,6/8/2020,-8.00,USD,125.5,1004.00,0.00,
0000000273,8/31/2020,Y,40.01.01,Revenue - Government,OPS.DS,Digital Services,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,4. Creative,*Designer,Direct Labor,,,"User3, Chad",TS,,6/8/2020,8.00,USD,125.5,0.00,1004.00,
0000000273,8/31/2020,Y,40.01.01,Revenue - Government,OPS.DS,Digital Services,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,4. Creative,*Designer,Direct Labor,,,"User3, Chad",TS,,6/9/2020,-8.00,USD,125.5,1004.00,0.00,
0000000273,8/31/2020,Y,40.01.01,Revenue - Government,OPS.DS,Digital Services,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,4. Creative,*Designer,Direct Labor,,,"User3, Chad",TS,,6/9/2020,8.00,USD,125.5,0.00,1004.00,
0000000273,8/31/2020,Y,40.01.01,Revenue - Government,OPS.DS,Digital Services,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,4. Creative,*Designer,Direct Labor,,,"User3, Chad",TS,,6/10/2020,-8.00,USD,125.5,1004.00,0.00,
0000000273,8/31/2020,Y,40.01.01,Revenue - Government,OPS.DS,Digital Services,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,4. Creative,*Designer,Direct Labor,,,"User3, Chad",TS,,6/10/2020,8.00,USD,125.5,0.00,1004.00,
0000000273,8/31/2020,Y,40.01.01,Revenue - Government,OPS.DS,Digital Services,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,4. Creative,*Designer,Direct Labor,,,"User3, Chad",TS,,6/11/2020,-8.00,USD,125.5,1004.00,0.00,
0000000273,8/31/2020,Y,40.01.01,Revenue - Government,OPS.DS,Digital Services,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,4. Creative,*Designer,Direct Labor,,,"User3, Chad",TS,,6/11/2020,8.00,USD,125.5,0.00,1004.00,
0000000273,8/31/2020,Y,40.01.01,Revenue - Government,OPS.DS,Digital Services,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,4. Creative,*Designer,Direct Labor,,,"User3, Chad",TS,,6/12/2020,-8.00,USD,125.5,1004.00,0.00,
0000000273,8/31/2020,Y,40.01.01,Revenue - Government,OPS.DS,Digital Services,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,4. Creative,*Designer,Direct Labor,,,"User3, Chad",TS,,6/12/2020,8.00,USD,125.5,0.00,1004.00,
0000000273,8/31/2020,Y,40.01.01,Revenue - Government,OPS.DS,Digital Services,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,4. Creative,*Designer,Direct Labor,,,"User3, Chad",TS,,6/13/2020,-8.00,USD,125.5,1004.00,0.00,
0000000273,8/31/2020,Y,40.01.01,Revenue - Government,OPS.DS,Digital Services,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,4. Creative,*Designer,Direct Labor,,,"User3, Chad",TS,,6/13/2020,8.00,USD,125.5,0.00,1004.00,
0000000273,8/31/2020,Y,40.01.01,Revenue - Government,OPS.DS,Digital Services,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,4. Creative,*Designer,Direct Labor,,,"User3, Chad",TS,,6/14/2020,-8.00,USD,125.5,1004.00,0.00,
0000000273,8/31/2020,Y,40.01.01,Revenue - Government,OPS.DS,Digital Services,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,4. Creative,*Designer,Direct Labor,,,"User3, Chad",TS,,6/14/2020,8.00,USD,125.5,0.00,1004.00,
0000000273,8/31/2020,Y,40.01.01,Revenue - Government,OPS.DS,Digital Services,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,4. Creative,*Designer,Direct Labor,,,"User3, Chad",TS,,6/15/2020,-8.00,USD,125.5,1004.00,0.00,
0000000273,8/31/2020,Y,40.01.01,Revenue - Government,OPS.DS,Digital Services,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,4. Creative,*Designer,Direct Labor,,,"User3, Chad",TS,,6/15/2020,8.00,USD,125.5,0.00,1004.00,
0000000273,8/31/2020,Y,40.01.01,Revenue - Government,OPS.DS,Digital Services,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,4. Creative,*Designer,Direct Labor,,,"User3, Chad",TS,,6/16/2020,-8.00,USD,125.5,1004.00,0.00,
0000000273,8/31/2020,Y,40.01.01,Revenue - Government,OPS.DS,Digital Services,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,4. Creative,*Designer,Direct Labor,,,"User3, Chad",TS,,6/16/2020,8.00,USD,125.5,0.00,1004.00,
0000000273,8/31/2020,Y,40.01.01,Revenue - Government,OPS.DS,Digital Services,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,4. Creative,*Designer,Direct Labor,,,"User3, Chad",TS,,6/17/2020,-8.00,USD,125.5,1004.00,0.00,
0000000273,8/31/2020,Y,40.01.01,Revenue - Government,OPS.DS,Digital Services,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,4. Creative,*Designer,Direct Labor,,,"User3, Chad",TS,,6/17/2020,8.00,USD,125.5,0.00,1004.00,
0000000273,8/31/2020,Y,40.01.01,Revenue - Government,OPS.DS,Digital Services,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,4. Creative,*Designer,Direct Labor,,,"User3, Chad",TS,,6/18/2020,-8.00,USD,125.5,1004.00,0.00,
0000000273,8/31/2020,Y,40.01.01,Revenue - Government,OPS.DS,Digital Services,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,4. Creative,*Designer,Direct Labor,,,"User3, Chad",TS,,6/18/2020,8.00,USD,125.5,0.00,1004.00,
0000000273,8/31/2020,Y,40.01.01,Revenue - Government,OPS.DS,Digital Services,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,4. Creative,*Designer,Direct Labor,,,"User3, Chad",TS,,6/19/2020,-8.00,USD,125.5,1004.00,0.00,
0000000273,8/31/2020,Y,40.01.01,Revenue - Government,OPS.DS,Digital Services,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,4. Creative,*Designer,Direct Labor,,,"User3, Chad",TS,,6/19/2020,8.00,USD,125.5,0.00,1004.00,
0000000273,8/31/2020,Y,40.01.01,Revenue - Government,OPS.DS,Digital Services,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,4. Creative,*Designer,Direct Labor,,,"User3, Chad",TS,,6/20/2020,-8.00,USD,125.5,1004.00,0.00,
0000000273,8/31/2020,Y,40.01.01,Revenue - Government,OPS.DS,Digital Services,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,4. Creative,*Designer,Direct Labor,,,"User3, Chad",TS,,6/20/2020,8.00,USD,125.5,0.00,1004.00,
0000000273,8/31/2020,Y,40.01.01,Revenue - Government,OPS.DS,Digital Services,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,4. Creative,*Designer,Direct Labor,,,"User3, Chad",TS,,6/21/2020,-8.00,USD,125.5,1004.00,0.00,
0000000273,8/31/2020,Y,40.01.01,Revenue - Government,OPS.DS,Digital Services,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,4. Creative,*Designer,Direct Labor,,,"User3, Chad",TS,,6/21/2020,8.00,USD,125.5,0.00,1004.00,
0000000273,8/31/2020,Y,40.01.01,Revenue - Government,OPS.DS,Digital Services,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,4. Creative,*Designer,Direct Labor,,,"User3, Chad",TS,,6/22/2020,-8.00,USD,125.5,1004.00,0.00,
0000000273,8/31/2020,Y,40.01.01,Revenue - Government,OPS.DS,Digital Services,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,4. Creative,*Designer,Direct Labor,,,"User3, Chad",TS,,6/22/2020,8.00,USD,125.5,0.00,1004.00,
0000000273,8/31/2020,Y,40.01.01,Revenue - Government,OPS.DS,Digital Services,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,4. Creative,*Designer,Direct Labor,,,"User3, Chad",TS,,6/23/2020,-8.00,USD,125.5,1004.00,0.00,
0000000273,8/31/2020,Y,40.01.01,Revenue - Government,OPS.DS,Digital Services,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,4. Creative,*Designer,Direct Labor,,,"User3, Chad",TS,,6/23/2020,8.00,USD,125.5,0.00,1004.00,
0000000273,8/31/2020,Y,40.01.01,Revenue - Government,OPS.DS,Digital Services,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,4. Creative,*Designer,Direct Labor,,,"User3, Chad",TS,,6/24/2020,-8.00,USD,125.5,1004.00,0.00,
0000000273,8/31/2020,Y,40.01.01,Revenue - Government,OPS.DS,Digital Services,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,4. Creative,*Designer,Direct Labor,,,"User3, Chad",TS,,6/24/2020,8.00,USD,125.5,0.00,1004.00,
0000000273,8/31/2020,Y,40.01.01,Revenue - Government,OPS.DS,Digital Services,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,4. Creative,*Designer,Direct Labor,,,"User3, Chad",TS,,6/25/2020,-8.00,USD,125.5,1004.00,0.00,
0000000273,8/31/2020,Y,40.01.01,Revenue - Government,OPS.DS,Digital Services,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,4. Creative,*Designer,Direct Labor,,,"User3, Chad",TS,,6/25/2020,8.00,USD,125.5,0.00,1004.00,
0000000273,8/31/2020,Y,40.01.01,Revenue - Government,OPS.DS,Digital Services,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,4. Creative,*Designer,Direct Labor,,,"User3, Chad",TS,,6/26/2020,-8.00,USD,125.5,1004.00,0.00,
0000000273,8/31/2020,Y,40.01.01,Revenue - Government,OPS.DS,Digital Services,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,4. Creative,*Designer,Direct Labor,,,"User3, Chad",TS,,6/26/2020,8.00,USD,125.5,0.00,1004.00,
0000000273,8/31/2020,Y,40.01.01,Revenue - Government,OPS.DS,Digital Services,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,4. Creative,*Designer,Direct Labor,,,"User3, Chad",TS,,6/27/2020,-8.00,USD,125.5,1004.00,0.00,
0000000273,8/31/2020,Y,40.01.01,Revenue - Government,OPS.DS,Digital Services,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,4. Creative,*Designer,Direct Labor,,,"User3, Chad",TS,,6/27/2020,8.00,USD,125.5,0.00,1004.00,
0000000273,8/31/2020,Y,40.01.01,Revenue - Government,OPS.DS,Digital Services,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,4. Creative,*Designer,Direct Labor,,,"User3, Chad",TS,,6/28/2020,-8.00,USD,125.5,1004.00,0.00,
0000000273,8/31/2020,Y,40.01.01,Revenue - Government,OPS.DS,Digital Services,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,4. Creative,*Designer,Direct Labor,,,"User3, Chad",TS,,6/28/2020,8.00,USD,125.5,0.00,1004.00,
0000000273,8/31/2020,Y,40.01.01,Revenue - Government,OPS.DS,Digital Services,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,4. Creative,*Designer,Direct Labor,,,"User3, Chad",TS,,6/29/2020,-8.00,USD,125.5,1004.00,0.00,
0000000273,8/31/2020,Y,40.01.01,Revenue - Government,OPS.DS,Digital Services,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,4. Creative,*Designer,Direct Labor,,,"User3, Chad",TS,,6/29/2020,8.00,USD,125.5,0.00,1004.00,
0000000273,8/31/2020,Y,40.01.01,Revenue - Government,OPS.DS,Digital Services,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,4. Creative,*Designer,Direct Labor,,,"User3, Chad",TS,,6/30/2020,-8.00,USD,125.5,1004.00,0.00,
0000000273,8/31/2020,Y,40.01.01,Revenue - Government,OPS.DS,Digital Services,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,4. Creative,*Designer,Direct Labor,,,"User3, Chad",TS,,6/30/2020,8.00,USD,125.5,0.00,1004.00,
0000000273,8/31/2020,Y,40.01.01,Revenue - Government,OPS.DS,Digital Services,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,4. Creative,*Designer,Direct Labor,,,"User3, Chad",TS,,7/1/2020,-8.00,USD,125.5,1004.00,0.00,
0000000273,8/31/2020,Y,40.01.01,Revenue - Government,OPS.DS,Digital Services,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,4. Creative,*Designer,Direct Labor,,,"User3, Chad",TS,,7/1/2020,8.00,USD,125.5,0.00,1004.00,
0000000273,8/31/2020,Y,40.01.01,Revenue - Government,OPS.DS,Digital Services,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,4. Creative,*Designer,Direct Labor,,,"User3, Chad",TS,,7/2/2020,-8.00,USD,125.5,1004.00,0.00,
0000000273,8/31/2020,Y,40.01.01,Revenue - Government,OPS.DS,Digital Services,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,4. Creative,*Designer,Direct Labor,,,"User3, Chad",TS,,7/2/2020,8.00,USD,125.5,0.00,1004.00,
0000000273,8/31/2020,Y,40.01.01,Revenue - Government,OPS.DS,Digital Services,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,4. Creative,*Designer,Direct Labor,,,"User3, Chad",TS,,7/3/2020,-8.00,USD,125.5,1004.00,0.00,
0000000273,8/31/2020,Y,40.01.01,Revenue - Government,OPS.DS,Digital Services,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,4. Creative,*Designer,Direct Labor,,,"User3, Chad",TS,,7/3/2020,8.00,USD,125.5,0.00,1004.00,
0000000273,8/31/2020,Y,40.01.01,Revenue - Government,OPS.DS,Digital Services,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,4. Creative,*Designer,Direct Labor,,,"User3, Chad",TS,,7/4/2020,-8.00,USD,125.5,1004.00,0.00,
0000000273,8/31/2020,Y,40.01.01,Revenue - Government,OPS.DS,Digital Services,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,4. Creative,*Designer,Direct Labor,,,"User3, Chad",TS,,7/4/2020,8.00,USD,125.5,0.00,1004.00,
0000000273,8/31/2020,Y,40.01.01,Revenue - Government,OPS.DS,Digital Services,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,4. Creative,*Designer,Direct Labor,,,"User3, Chad",TS,,7/5/2020,-8.00,USD,125.5,1004.00,0.00,
0000000273,8/31/2020,Y,40.01.01,Revenue - Government,OPS.DS,Digital Services,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,4. Creative,*Designer,Direct Labor,,,"User3, Chad",TS,,7/5/2020,8.00,USD,125.5,0.00,1004.00,
0000000273,8/31/2020,Y,40.01.01,Revenue - Government,OPS.DS,Digital Services,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,4. Creative,*Designer,Direct Labor,,,"User3, Chad",TS,,7/6/2020,-8.00,USD,125.5,1004.00,0.00,
0000000273,8/31/2020,Y,40.01.01,Revenue - Government,OPS.DS,Digital Services,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,4. Creative,*Designer,Direct Labor,,,"User3, Chad",TS,,7/6/2020,8.00,USD,125.5,0.00,1004.00,
0000000273,8/31/2020,Y,40.01.01,Revenue - Government,OPS.DS,Digital Services,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,4. Creative,*Designer,Direct Labor,,,"User3, Chad",TS,,7/7/2020,-8.00,USD,125.5,1004.00,0.00,
