ProjectOwningOrg,ProjectOrg,Project,BillType,BillingStatus,Task,Category,DocType,DocumentNumber/ExpenseReportNumber,CostElement,Person,Vendor/Customer,ItemDate,Quantity,InvoiceNumber,JournalDate,BillingCurrency,AmountInBillingCurrency
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,Direct Labor,"User4, Charlie",,9/14/2020,2,,9/30/2020,USD,-60.08
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,Direct Labor,"User4, Charlie",,9/14/2020,2,,9/30/2020,USD,75.00
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,Direct Labor,"User4, Charlie",,9/14/2020,2,,9/30/2020,USD,-75.00
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,Fee on Total Labor,"User4, Charlie",,9/15/2020,,,9/30/2020,USD,12.02
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,Fee on Total Labor,"User4, Charlie",,9/15/2020,,,9/30/2020,USD,-12.02
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,Fee on Total Labor,"User4, Charlie",,9/15/2020,,,9/30/2020,USD,-12.02
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,Fee on Total Labor,"User4, Charlie",,9/15/2020,,,9/30/2020,USD,12.02
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,Fee on Total Labor,"User4, Charlie",,9/15/2020,,,9/30/2020,USD,15.00
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,Fee on Total Labor,"User4, Charlie",,9/15/2020,,,9/30/2020,USD,-15.00
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,Fringe Client Site,"User4, Charlie",,9/15/2020,,,9/30/2020,USD,50.32
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,Fringe Client Site,"User4, Charlie",,9/15/2020,,,9/30/2020,USD,-50.32
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,Fringe Client Site,"User4, Charlie",,9/15/2020,,,9/30/2020,USD,-50.32
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,Fringe Client Site,"User4, Charlie",,9/15/2020,,,9/30/2020,USD,50.32
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,Fringe Client Site,"User4, Charlie",,9/15/2020,,,9/30/2020,USD,62.81
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,Fringe Client Site,"User4, Charlie",,9/15/2020,,,9/30/2020,USD,-62.81
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,G&A,"User4, Charlie",,9/15/2020,,,9/30/2020,USD,21.76
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,G&A,"User4, Charlie",,9/15/2020,,,9/30/2020,USD,-21.76
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,G&A,"User4, Charlie",,9/15/2020,,,9/30/2020,USD,-21.76
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,G&A,"User4, Charlie",,9/15/2020,,,9/30/2020,USD,21.76
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,G&A,"User4, Charlie",,9/15/2020,,,9/30/2020,USD,27.17
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,G&A,"User4, Charlie",,9/15/2020,,,9/30/2020,USD,-27.17
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,Overhead Client Site.,"User4, Charlie",,9/15/2020,,,9/30/2020,USD,12.83
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,Overhead Client Site.,"User4, Charlie",,9/15/2020,,,9/30/2020,USD,-12.83
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,Overhead Client Site.,"User4, Charlie",,9/15/2020,,,9/30/2020,USD,-12.83
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,Overhead Client Site.,"User4, Charlie",,9/15/2020,,,9/30/2020,USD,12.83
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,Overhead Client Site.,"User4, Charlie",,9/15/2020,,,9/30/2020,USD,16.02
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,Overhead Client Site.,"User4, Charlie",,9/15/2020,,,9/30/2020,USD,-16.02
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,Direct Labor,"User4, Charlie",,9/15/2020,-5,,9/30/2020,USD,-150.21
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,Direct Labor,"User4, Charlie",,9/15/2020,-5,,9/30/2020,USD,150.21
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,Direct Labor,"User4, Charlie",,9/15/2020,5,,9/30/2020,USD,150.21
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,Direct Labor,"User4, Charlie",,9/15/2020,5,,9/30/2020,USD,-150.21
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,Direct Labor,"User4, Charlie",,9/15/2020,5,,9/30/2020,USD,187.50
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,Direct Labor,"User4, Charlie",,9/15/2020,5,,9/30/2020,USD,-187.50
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,Fee on Total Labor,"User4, Charlie",,9/16/2020,,,9/30/2020,USD,2.40
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,Fee on Total Labor,"User4, Charlie",,9/16/2020,,,9/30/2020,USD,-2.40
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,Fee on Total Labor,"User4, Charlie",,9/16/2020,,,9/30/2020,USD,-2.40
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,Fee on Total Labor,"User4, Charlie",,9/16/2020,,,9/30/2020,USD,2.40
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,Fee on Total Labor,"User4, Charlie",,9/16/2020,,,9/30/2020,USD,3.00
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,Fee on Total Labor,"User4, Charlie",,9/16/2020,,,9/30/2020,USD,-3.00
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,Fringe Client Site,"User4, Charlie",,9/16/2020,,,9/30/2020,USD,10.06
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,Fringe Client Site,"User4, Charlie",,9/16/2020,,,9/30/2020,USD,-10.06
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,Fringe Client Site,"User4, Charlie",,9/16/2020,,,9/30/2020,USD,-10.06
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,Fringe Client Site,"User4, Charlie",,9/16/2020,,,9/30/2020,USD,10.06
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,Fringe Client Site,"User4, Charlie",,9/16/2020,,,9/30/2020,USD,12.56
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,Fringe Client Site,"User4, Charlie",,9/16/2020,,,9/30/2020,USD,-12.56
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,G&A,"User4, Charlie",,9/16/2020,,,9/30/2020,USD,4.35
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,G&A,"User4, Charlie",,9/16/2020,,,9/30/2020,USD,-4.35
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,G&A,"User4, Charlie",,9/16/2020,,,9/30/2020,USD,-4.35
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,G&A,"User4, Charlie",,9/16/2020,,,9/30/2020,USD,4.35
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,G&A,"User4, Charlie",,9/16/2020,,,9/30/2020,USD,5.43
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,G&A,"User4, Charlie",,9/16/2020,,,9/30/2020,USD,-5.43
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,Overhead Client Site.,"User4, Charlie",,9/16/2020,,,9/30/2020,USD,2.57
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,Overhead Client Site.,"User4, Charlie",,9/16/2020,,,9/30/2020,USD,-2.57
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,Overhead Client Site.,"User4, Charlie",,9/16/2020,,,9/30/2020,USD,-2.57
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,Overhead Client Site.,"User4, Charlie",,9/16/2020,,,9/30/2020,USD,2.57
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,Overhead Client Site.,"User4, Charlie",,9/16/2020,,,9/30/2020,USD,3.20
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,Overhead Client Site.,"User4, Charlie",,9/16/2020,,,9/30/2020,USD,-3.20
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,Direct Labor,"User4, Charlie",,9/16/2020,-1,,9/30/2020,USD,-30.04
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,Direct Labor,"User4, Charlie",,9/16/2020,-1,,9/30/2020,USD,30.04
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,Direct Labor,"User4, Charlie",,9/16/2020,1,,9/30/2020,USD,30.04
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,Direct Labor,"User4, Charlie",,9/16/2020,1,,9/30/2020,USD,-30.04
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,Direct Labor,"User4, Charlie",,9/16/2020,1,,9/30/2020,USD,37.50
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,Direct Labor,"User4, Charlie",,9/16/2020,1,,9/30/2020,USD,-37.50
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,Fee on Total Labor,"User4, Charlie",,9/21/2020,,,9/30/2020,USD,5.77
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,Fee on Total Labor,"User4, Charlie",,9/21/2020,,,9/30/2020,USD,-5.77
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,Fringe Client Site,"User4, Charlie",,9/21/2020,,,9/30/2020,USD,24.15
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,Fringe Client Site,"User4, Charlie",,9/21/2020,,,9/30/2020,USD,-24.15
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,G&A,"User4, Charlie",,9/21/2020,,,9/30/2020,USD,10.45
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,G&A,"User4, Charlie",,9/21/2020,,,9/30/2020,USD,-10.45
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,Overhead Client Site.,"User4, Charlie",,9/21/2020,,,9/30/2020,USD,6.16
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,Overhead Client Site.,"User4, Charlie",,9/21/2020,,,9/30/2020,USD,-6.16
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,Direct Labor,"User4, Charlie",,9/21/2020,2,,9/30/2020,USD,72.10
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,Direct Labor,"User4, Charlie",,9/21/2020,2,,9/30/2020,USD,-72.10
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,Fee on Total Labor,"User4, Charlie",,9/22/2020,,,9/30/2020,USD,14.42
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,Fee on Total Labor,"User4, Charlie",,9/22/2020,,,9/30/2020,USD,-14.42
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,Fringe Client Site,"User4, Charlie",,9/22/2020,,,9/30/2020,USD,60.38
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,Fringe Client Site,"User4, Charlie",,9/22/2020,,,9/30/2020,USD,-60.38
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,G&A,"User4, Charlie",,9/22/2020,,,9/30/2020,USD,26.12
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,G&A,"User4, Charlie",,9/22/2020,,,9/30/2020,USD,-26.12
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,Overhead Client Site.,"User4, Charlie",,9/22/2020,,,9/30/2020,USD,15.40
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,Overhead Client Site.,"User4, Charlie",,9/22/2020,,,9/30/2020,USD,-15.40
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,Direct Labor,"User4, Charlie",,9/22/2020,5,,9/30/2020,USD,180.25
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,Direct Labor,"User4, Charlie",,9/22/2020,5,,9/30/2020,USD,-180.25
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,Fee on Total Labor,"User4, Charlie",,9/23/2020,,,9/30/2020,USD,2.88
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,Fee on Total Labor,"User4, Charlie",,9/23/2020,,,9/30/2020,USD,-2.88
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,Fringe Client Site,"User4, Charlie",,9/23/2020,,,9/30/2020,USD,12.08
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,Fringe Client Site,"User4, Charlie",,9/23/2020,,,9/30/2020,USD,-12.08
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,G&A,"User4, Charlie",,9/23/2020,,,9/30/2020,USD,5.22
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,G&A,"User4, Charlie",,9/23/2020,,,9/30/2020,USD,-5.22
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,Overhead Client Site.,"User4, Charlie",,9/23/2020,,,9/30/2020,USD,3.08
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,Overhead Client Site.,"User4, Charlie",,9/23/2020,,,9/30/2020,USD,-3.08
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,Direct Labor,"User4, Charlie",,9/23/2020,1,,9/30/2020,USD,36.05
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,Direct Labor,"User4, Charlie",,9/23/2020,1,,9/30/2020,USD,-36.05
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,Fee on Total Labor,"User4, Charlie",,9/28/2020,,,9/30/2020,USD,5.77
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,Fee on Total Labor,"User4, Charlie",,9/28/2020,,,9/30/2020,USD,-5.77
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,Fringe Client Site,"User4, Charlie",,9/28/2020,,,9/30/2020,USD,24.15
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,Fringe Client Site,"User4, Charlie",,9/28/2020,,,9/30/2020,USD,-24.15
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,G&A,"User4, Charlie",,9/28/2020,,,9/30/2020,USD,10.45
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,G&A,"User4, Charlie",,9/28/2020,,,9/30/2020,USD,-10.45
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,Overhead Client Site.,"User4, Charlie",,9/28/2020,,,9/30/2020,USD,6.16
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,Overhead Client Site.,"User4, Charlie",,9/28/2020,,,9/30/2020,USD,-6.16
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,Direct Labor,"User4, Charlie",,9/28/2020,2,,9/30/2020,USD,72.10
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,Direct Labor,"User4, Charlie",,9/28/2020,2,,9/30/2020,USD,-72.10
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,Fee on Total Labor,"User4, Charlie",,9/29/2020,,,9/30/2020,USD,14.42
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,Fee on Total Labor,"User4, Charlie",,9/29/2020,,,9/30/2020,USD,-14.42
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,Fringe Client Site,"User4, Charlie",,9/29/2020,,,9/30/2020,USD,60.38
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,Fringe Client Site,"User4, Charlie",,9/29/2020,,,9/30/2020,USD,-60.38
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,G&A,"User4, Charlie",,9/29/2020,,,9/30/2020,USD,26.12
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,G&A,"User4, Charlie",,9/29/2020,,,9/30/2020,USD,-26.12
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,Overhead Client Site.,"User4, Charlie",,9/29/2020,,,9/30/2020,USD,15.40
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,Overhead Client Site.,"User4, Charlie",,9/29/2020,,,9/30/2020,USD,-15.40
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,Direct Labor,"User4, Charlie",,9/29/2020,5,,9/30/2020,USD,180.25
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,Direct Labor,"User4, Charlie",,9/29/2020,5,,9/30/2020,USD,-180.25
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,Fee on Total Labor,"User4, Charlie",,9/30/2020,,,9/30/2020,USD,2.88
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,Fee on Total Labor,"User4, Charlie",,9/30/2020,,,9/30/2020,USD,-2.88
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,Fringe Client Site,"User4, Charlie",,9/30/2020,,,9/30/2020,USD,12.08
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,Fringe Client Site,"User4, Charlie",,9/30/2020,,,9/30/2020,USD,-12.08
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,G&A,"User4, Charlie",,9/30/2020,,,9/30/2020,USD,5.22
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,G&A,"User4, Charlie",,9/30/2020,,,9/30/2020,USD,-5.22
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,Overhead Client Site.,"User4, Charlie",,9/30/2020,,,9/30/2020,USD,3.08
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,Overhead Client Site.,"User4, Charlie",,9/30/2020,,,9/30/2020,USD,-3.08
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,Direct Labor,"User4, Charlie",,9/30/2020,1,,9/30/2020,USD,36.05
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,1.3. Configuration Management,*Business Analyst,TS,,Direct Labor,"User4, Charlie",,9/30/2020,1,,9/30/2020,USD,-36.05
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,2. Development,*QA Auditor,TS,,Fee on Total Labor,"User6, GW",,9/16/2020,,,9/30/2020,USD,19.48
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,2. Development,*QA Auditor,TS,,Fee on Total Labor,"User6, GW",,9/16/2020,,,9/30/2020,USD,-19.48
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,2. Development,*QA Auditor,TS,,Fringe Client Site,"User6, GW",,9/16/2020,,,9/30/2020,USD,81.56
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,2. Development,*QA Auditor,TS,,Fringe Client Site,"User6, GW",,9/16/2020,,,9/30/2020,USD,-81.56
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,2. Development,*QA Auditor,TS,,G&A,"User6, GW",,9/16/2020,,,9/30/2020,USD,35.27
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,2. Development,*QA Auditor,TS,,G&A,"User6, GW",,9/16/2020,,,9/30/2020,USD,-35.27
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,2. Development,*QA Auditor,TS,,Overhead Client Site.,"User6, GW",,9/16/2020,,,9/30/2020,USD,20.80
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,2. Development,*QA Auditor,TS,,Overhead Client Site.,"User6, GW",,9/16/2020,,,9/30/2020,USD,-20.80
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,2. Development,*QA Auditor,TS,,Direct Labor,"User6, GW",,9/16/2020,8,,9/30/2020,USD,243.45
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,2. Development,*QA Auditor,TS,,Direct Labor,"User6, GW",,9/16/2020,8,,9/30/2020,USD,-243.45
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,2. Development,*Systems Engineer,TS,,Fee on Total Labor,"User5, Clark A.",,9/3/2020,,,9/30/2020,USD,25.81
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,2. Development,*Systems Engineer,TS,,Fee on Total Labor,"User5, Clark A.",,9/3/2020,,,9/30/2020,USD,-25.81
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,2. Development,*Systems Engineer,TS,,Fringe Client Site,"User5, Clark A.",,9/3/2020,,,9/30/2020,USD,108.09
OPS.CS,CUST-1-DOD,10.10.7011.102.BY,CP,Deferred,2. Development,*Systems Engineer,TS,,Fringe Client Site,"User5, Clark A.",,9/3/2020,,,9/30/2020,USD,-108.09
